DN_DT,Jahr,Bevölkerung insgesamt,Betriebe,Beschäftigte,Gesamtumsatz,Investitionen,Stromverbrauch(Industrie),Stromverbrauch(Haushalt),Beschäftigungsquote
Schwarzwald-Baar-Kreis (Landkreis),2009,207259,271,27753,3625943.0,131448.0,1328,1420,0.1339049208960769
Schwarzwald-Baar-Kreis (Landkreis),2010,206535,264,27611,4461606.0,164129.0,1594,1444,0.13368678432226982
Schwarzwald-Baar-Kreis (Landkreis),2011,203978,262,29063,5155195.0,163029.0,1703,1222,0.14248105187814372
Schwarzwald-Baar-Kreis (Landkreis),2012,204585,263,29576,4904619.0,196321.0,1673,1203,0.14456582838429013
Schwarzwald-Baar-Kreis (Landkreis),2013,205090,268,29462,4957139.0,148970.0,1712,1183,0.14365400555853527
Schwarzwald-Baar-Kreis (Landkreis),2014,206116,265,29897,5123209.0,203640.0,1760,1142,0.14504938966407266
Schwarzwald-Baar-Kreis (Landkreis),2015,209648,265,30634,5404609.0,174313.0,1775,1166,0.14612111730138136
Schwarzwald-Baar-Kreis (Landkreis),2016,210084,270,30951,5463009.0,186430.0,1792,1141,0.14732678357228537
Schwarzwald-Baar-Kreis (Landkreis),2017,211207,266,31822,5841862.0,215233.0,1817,1130,0.15066735477517318
Schwarzwald-Baar-Kreis (Landkreis),2018,212381,275,33266,6051483.0,258056.0,1874,1096,0.1566335971673549
Schwarzwald-Baar-Kreis (Landkreis),2019,212506,276,32874,5871260.0,208618.0,1777,1169,0.15469680856069945
Schwarzwald-Baar-Kreis (Landkreis),2020,212872,279,31033,5271331.0,186298.0,1596,1156,0.1457824420308918
Schwarzwald-Baar-Kreis (Landkreis),2021,213385,277,31237,6058391.0,207799.0,1748,1216,0.14638798416008622
Schwarzwald-Baar-Kreis (Landkreis),2022,212293,270,31520,6620273.0,214589.0,1720,1163,0.14847404295007371
Schwäbisch Hall (Landkreis),2003,188563,199,20257,3132758.0,100181.0,1456,1245,0.10742828656735415
Schwäbisch Hall (Landkreis),2004,189041,202,20418,3430239.0,101422.0,1509,1274,0.108008315656392
Schwäbisch Hall (Landkreis),2005,189580,207,21002,3637982.0,90316.0,1657,1355,0.11078172803038296
Schwäbisch Hall (Landkreis),2006,189346,204,21617,4135387.0,148567.0,1741,1341,0.11416665786443865
Schwäbisch Hall (Landkreis),2007,189288,208,23431,4605498.0,164903.0,1858,1312,0.1237849203330375
Schwäbisch Hall (Landkreis),2008,189158,206,23984,4817936.0,142922.0,1961,1305,0.12679347423846732
Schwäbisch Hall (Landkreis),2009,188694,198,23134,4294022.0,119199.0,1677,1293,0.12260061263209217
Schwäbisch Hall (Landkreis),2010,188420,203,23368,4800093.0,127971.0,1828,1317,0.12402080458550048
Schwäbisch Hall (Landkreis),2011,186427,213,25218,5487505.0,148146.0,1828,1117,0.1352701057250291
Schwäbisch Hall (Landkreis),2012,186928,213,25882,5515317.0,189219.0,1624,1099,0.13845972780963794
Schwäbisch Hall (Landkreis),2013,187682,211,26159,5683617.0,164890.0,1775,1083,0.1393793757526028
Schwäbisch Hall (Landkreis),2014,188974,213,26738,5807290.0,151338.0,1771,1047,0.1414903637537439
Schwäbisch Hall (Landkreis),2015,191614,214,27224,5739019.0,181342.0,1721,1065,0.14207730124103668
Schwäbisch Hall (Landkreis),2016,192958,216,27921,6067683.0,166623.0,1787,1048,0.1446998828760663
Schwäbisch Hall (Landkreis),2017,194203,222,29173,6383876.0,164412.0,1855,1039,0.1502191006318131
Schwäbisch Hall (Landkreis),2018,195861,233,30814,6897879.0,189259.0,1912,1011,0.15732585864465104
Schwäbisch Hall (Landkreis),2019,196761,235,31633,7000878.0,210356.0,1860,1082,0.16076864825854717
Schwäbisch Hall (Landkreis),2020,197860,238,31313,6796794.0,192737.0,1912,1074,0.15825836450015163
Schwäbisch Hall (Landkreis),2021,199398,235,31982,7370694.0,169892.0,1861,1137,0.16039278227464668
Schwäbisch Hall (Landkreis),2022,198650,230,32326,8182966.0,200554.0,1798,1089,0.16272841681349107
Sigmaringen (Landkreis),2003,133889,146,13226,1894990.0,66440.0,750,884,0.0987833205117672
Sigmaringen (Landkreis),2004,133732,143,13147,1990621.0,64274.0,797,901,0.09830855741333414
Sigmaringen (Landkreis),2005,133385,145,13336,2110964.0,70659.0,859,954,0.09998125726281067
Sigmaringen (Landkreis),2006,133078,143,13485,2394566.0,75499.0,905,942,0.10133154991809315
Sigmaringen (Landkreis),2007,132419,144,14471,2604129.0,72528.0,958,918,0.10928190063359487
Sigmaringen (Landkreis),2008,131695,144,14961,2894136.0,131069.0,970,909,0.11360340179961274
Sigmaringen (Landkreis),2009,131059,146,14071,2251899.0,87226.0,833,898,0.10736385902532447
Sigmaringen (Landkreis),2010,130215,142,13772,2471122.0,62928.0,896,910,0.10576354490650079
Sigmaringen (Landkreis),2011,127409,140,14010,2550086.0,78479.0,954,763,0.10996083479189069
Sigmaringen (Landkreis),2012,127272,142,14405,2540302.0,99957.0,950,748,0.11318278961594067
Sigmaringen (Landkreis),2013,127101,149,14840,2561263.0,79959.0,974,733,0.11675753927978537
Sigmaringen (Landkreis),2014,127716,154,15391,2724567.0,85933.0,1020,708,0.12050956810423126
Sigmaringen (Landkreis),2015,130772,156,15915,2775675.0,110881.0,1049,727,0.12170036399229192
Sigmaringen (Landkreis),2016,130275,159,16194,2755201.0,116289.0,1079,707,0.1243062751871042
Sigmaringen (Landkreis),2017,130192,160,16511,2930265.0,110255.0,1093,697,0.12682038834951456
Sigmaringen (Landkreis),2018,130873,159,16834,3095802.0,110579.0,1100,675,0.12862851772328898
Sigmaringen (Landkreis),2019,130849,163,17043,3128646.0,122050.0,1046,720,0.13024937141284992
Sigmaringen (Landkreis),2020,130946,164,16250,2889900.0,102428.0,940,711,0.12409695599712858
Sigmaringen (Landkreis),2021,131725,161,16487,4225469.0,124524.0,1030,751,0.12516226988043272
Sigmaringen (Landkreis),2022,132507,159,16704,4705651.0,124615.0,1007,726,0.12606126468790327
Stuttgart (kreisfreie Stadt),2003,589161,248,80746,16317557.0,1243342.0,5657,3888,0.13705252044857008
Stuttgart (kreisfreie Stadt),2004,590657,240,78907,19210007.0,1112790.0,6052,3981,0.13359191544331142
Stuttgart (kreisfreie Stadt),2005,592569,238,76102,20697988.0,683345.0,5909,4237,0.12842723800941325
Stuttgart (kreisfreie Stadt),2006,593923,232,71861,21304236.0,879463.0,5610,4205,0.12099379885944811
Stuttgart (kreisfreie Stadt),2007,597176,226,69799,22630989.0,1029724.0,5600,4138,0.11688179029297896
Stuttgart (kreisfreie Stadt),2008,600068,225,70448,20973227.0,1125825.0,5291,4140,0.11740002799682703
Stuttgart (kreisfreie Stadt),2009,601646,177,62381,14047669.0,1116994.0,3969,4121,0.10368389385120154
Stuttgart (kreisfreie Stadt),2010,606588,175,60710,17410078.0,1118935.0,4155,4240,0.10008440654942069
Stuttgart (kreisfreie Stadt),2011,591015,164,61629,19884808.0,1201586.0,4216,3540,0.10427654120453796
Stuttgart (kreisfreie Stadt),2012,597939,158,63414,22570784.0,1352641.0,4084,3516,0.10605429650850672
Stuttgart (kreisfreie Stadt),2013,604297,158,64908,23881894.0,1518431.0,4170,3487,0.10741075994089
Stuttgart (kreisfreie Stadt),2014,612441,150,66891,29871170.0,1125032.0,4258,3393,0.10922031673255056
Stuttgart (kreisfreie Stadt),2015,623738,146,68697,30571073.0,1431847.0,4282,3468,0.1101375898213673
Stuttgart (kreisfreie Stadt),2016,628032,144,70502,30826020.0,2124038.0,4077,3410,0.11225861102618975
Stuttgart (kreisfreie Stadt),2017,632743,145,71489,30794807.0,2398613.0,4030,3385,0.11298268017188653
Stuttgart (kreisfreie Stadt),2018,634830,148,75334,32682043.0,2172023.0,4116,3276,0.11866798985555188
Stuttgart (kreisfreie Stadt),2019,635911,147,77112,33411760.0,2177275.0,4000,3498,0.12126225210760626
Stuttgart (kreisfreie Stadt),2020,630305,149,70450,31909390.0,1457990.0,3030,3423,0.11177128533011796
Stuttgart (kreisfreie Stadt),2021,626275,139,68653,36065456.0,1429213.0,3448,3570,0.10962117280747276
Stuttgart (kreisfreie Stadt),2022,612041,135,66184,41383353.0,1489903.0,3189,3354,0.1081365464078387
Tuttlingen (Landkreis),2003,134614,233,25233,3588898.0,172900.0,1452,888,0.18744707088415766
Tuttlingen (Landkreis),2004,135035,231,25568,3905671.0,163991.0,1299,910,0.18934350353612026
Tuttlingen (Landkreis),2005,135297,232,26196,4169285.0,189665.0,1378,967,0.19361848378012816
Tuttlingen (Landkreis),2006,135291,240,26981,4626376.0,184986.0,1485,958,0.19942937815523576
Tuttlingen (Landkreis),2007,135306,240,28804,5098541.0,246550.0,1595,938,0.2128804339792766
Tuttlingen (Landkreis),2008,135141,246,29875,5304576.0,244252.0,1716,932,0.22106540576138994
Tuttlingen (Landkreis),2009,134712,247,27728,3997777.0,126345.0,1304,923,0.20583170021972802
Tuttlingen (Landkreis),2010,134189,246,28367,4928174.0,181082.0,1600,938,0.21139586702337748
Tuttlingen (Landkreis),2011,132192,258,30639,5694359.0,249141.0,1776,792,0.2317765068990559
Tuttlingen (Landkreis),2012,132476,261,31112,5795621.0,257060.0,1786,779,0.23485008605332286
Tuttlingen (Landkreis),2013,133198,258,31617,5976006.0,278555.0,1874,769,0.23736842895538973
Tuttlingen (Landkreis),2014,134607,262,32109,6383689.0,358042.0,1981,746,0.23853885756312823
Tuttlingen (Landkreis),2015,136606,261,32955,6783230.0,259861.0,1964,760,0.24124123391359092
Tuttlingen (Landkreis),2016,138119,269,33823,7086532.0,289552.0,2008,750,0.24488303564317726
Tuttlingen (Landkreis),2017,139397,271,34653,7575088.0,305624.0,2088,746,0.24859215047669606
Tuttlingen (Landkreis),2018,140152,275,36267,8054565.0,357889.0,2236,723,0.2587690507449055
Tuttlingen (Landkreis),2019,140766,282,36929,8005897.0,269632.0,2252,774,0.26234317946094937
Tuttlingen (Landkreis),2020,141682,285,35667,6799063.0,225034.0,1933,769,0.25173981169096993
Tuttlingen (Landkreis),2021,142414,287,36073,7847984.0,236693.0,2152,812,0.2532967264454337
Tuttlingen (Landkreis),2022,143677,284,36526,8620982.0,264890.0,2119,787,0.2542230141219541
Tübingen (Landkreis),2003,214365,159,14328,2191125.0,59965.0,571,1415,0.06683926947029599
Tübingen (Landkreis),2004,215835,150,14060,2362873.0,52564.0,610,1455,0.06514235411309566
Tübingen (Landkreis),2005,216477,149,14011,2602297.0,56685.0,631,1548,0.06472281119934219
Tübingen (Landkreis),2006,217172,147,14322,2850531.0,85884.0,666,1538,0.06594772806807507
Tübingen (Landkreis),2007,217482,148,14695,2914223.0,100704.0,679,1507,0.06756881029234603
Tübingen (Landkreis),2008,218692,149,15260,2940506.0,112478.0,976,1509,0.06977850127119418
Tübingen (Landkreis),2009,220782,131,13336,2059979.0,56480.0,579,1512,0.06040347492096276
Tübingen (Landkreis),2010,221304,126,12942,2242379.0,72870.0,624,1547,0.058480642012796874
Tübingen (Landkreis),2011,212800,130,14121,2561607.0,99988.0,699,1275,0.06635808270676692
Tübingen (Landkreis),2012,214894,131,14872,2614720.0,108687.0,717,1264,0.0692062132958575
Tübingen (Landkreis),2013,216535,131,15077,2722367.0,82593.0,716,1249,0.06962846652966033
Tübingen (Landkreis),2014,218355,131,15411,2720222.0,68874.0,701,1210,0.07057772892766366
Tübingen (Landkreis),2015,221837,130,15547,2528683.0,101549.0,710,1233,0.07008298886119087
Tübingen (Landkreis),2016,224635,133,16266,2737737.0,134541.0,718,1220,0.07241079974180337
Tübingen (Landkreis),2017,225755,136,16984,2892996.0,133530.0,741,1208,0.07523199929126709
Tübingen (Landkreis),2018,227331,138,17086,2861881.0,137096.0,756,1173,0.07515912919927331
Tübingen (Landkreis),2019,228678,135,17310,2847844.0,147012.0,719,1258,0.07569595676016058
Tübingen (Landkreis),2020,228471,134,16690,2652212.0,103119.0,687,1241,0.07305084671577575
Tübingen (Landkreis),2021,229806,141,17505,3066855.0,163968.0,741,1310,0.07617294587608679
Tübingen (Landkreis),2022,230987,139,17756,3271161.0,201157.0,749,1266,0.07687012689025789
Ulm (kreisfreie Stadt),2003,119807,109,20614,4945827.0,91093.0,964,791,0.17206006326842338
Ulm (kreisfreie Stadt),2004,120107,106,20470,5234259.0,101652.0,989,810,0.17043136536588208
Ulm (kreisfreie Stadt),2005,120625,101,19514,5294423.0,109767.0,1016,862,0.16177409326424871
Ulm (kreisfreie Stadt),2006,120925,98,19084,5757818.0,153710.0,1052,856,0.15781682861277652
Ulm (kreisfreie Stadt),2007,121434,100,20157,6336734.0,181224.0,1085,842,0.16599140273728938
Ulm (kreisfreie Stadt),2008,121648,101,20885,6791317.0,109675.0,1159,839,0.17168387478626856
Ulm (kreisfreie Stadt),2009,122087,94,18652,4907538.0,73991.0,962,836,0.15277629886883942
Ulm (kreisfreie Stadt),2010,122801,95,18369,5094967.0,80285.0,1022,858,0.14958347244729278
Ulm (kreisfreie Stadt),2011,117541,94,17969,5514808.0,118779.0,1043,704,0.15287431619605074
Ulm (kreisfreie Stadt),2012,117977,90,17938,5245280.0,139105.0,1022,694,0.15204658535138205
Ulm (kreisfreie Stadt),2013,119218,88,18276,5145147.0,108447.0,1048,688,0.15329899847338488
Ulm (kreisfreie Stadt),2014,120714,86,17292,4250492.0,120798.0,1035,669,0.14324767632586113
Ulm (kreisfreie Stadt),2015,122636,84,17119,4319163.0,141534.0,1062,682,0.13959196320819336
Ulm (kreisfreie Stadt),2016,123953,84,17215,4811707.0,153172.0,1057,673,0.13888328640694456
Ulm (kreisfreie Stadt),2017,125596,80,16894,5105945.0,143393.0,1130,672,0.1345106532055161
Ulm (kreisfreie Stadt),2018,126329,81,17389,5381664.0,212793.0,1192,652,0.13764852092551988
Ulm (kreisfreie Stadt),2019,126790,82,18055,5516306.0,269924.0,1165,697,0.14240082025396325
Ulm (kreisfreie Stadt),2020,126405,82,17276,5526164.0,272290.0,1011,686,0.1366718088683201
Ulm (kreisfreie Stadt),2021,126949,81,17907,5988076.0,262558.0,1109,724,0.14105664479436625
Ulm (kreisfreie Stadt),2022,127932,81,18139,6582298.0,228414.0,1111,701,0.14178626145139606
Waldshut (Landkreis),2003,167057,124,14471,3263053.0,128299.0,3095,1103,0.08662312863274212
Waldshut (Landkreis),2004,167266,121,14295,2564894.0,91349.0,3300,1127,0.0854626762163261
Waldshut (Landkreis),2005,167274,122,14326,2749842.0,123001.0,3428,1196,0.08564391357891842
Waldshut (Landkreis),2006,167168,119,14344,3038551.0,132502.0,3517,1184,0.08580589586523736
Waldshut (Landkreis),2007,167200,118,15098,3223709.0,155305.0,3584,1159,0.09029904306220096
Waldshut (Landkreis),2008,166863,116,15040,3256537.0,122526.0,3302,1151,0.09013382235726314
Waldshut (Landkreis),2009,166384,109,13395,2639258.0,97421.0,2668,1140,0.08050653909029715
Waldshut (Landkreis),2010,166140,107,13306,2886811.0,88163.0,3100,1161,0.0800890814975322
Waldshut (Landkreis),2011,163141,108,13967,3096885.0,125343.0,2939,977,0.08561305864252396
Waldshut (Landkreis),2012,163699,102,13430,2900291.0,107246.0,1502,963,0.08204081881990727
Waldshut (Landkreis),2013,164265,109,13646,2992875.0,120651.0,1489,948,0.08307308312787265
Waldshut (Landkreis),2014,165211,111,13907,3052354.0,119711.0,1470,915,0.08417720369709039
Waldshut (Landkreis),2015,167861,111,14095,3407160.0,110003.0,1523,933,0.08396828328200118
Waldshut (Landkreis),2016,168852,110,13753,3293735.0,135686.0,1497,917,0.0814500272427925
Waldshut (Landkreis),2017,170198,113,14060,3375976.0,136914.0,1502,911,0.08260966638855921
Waldshut (Landkreis),2018,170619,114,14133,3395249.0,130499.0,1475,880,0.08283368206354509
Waldshut (Landkreis),2019,171003,114,13889,3888186.0,110983.0,1332,941,0.08122079729595387
Waldshut (Landkreis),2020,171237,111,13178,4322432.0,97611.0,1240,930,0.07695766685938203
Waldshut (Landkreis),2021,171249,108,13223,5002986.0,137277.0,1258,976,0.07721504943094558
Waldshut (Landkreis),2022,170765,107,13248,5546685.0,129179.0,1219,936,0.07758030041284807
Zollernalbkreis (Landkreis),2003,193387,219,25391,3243004.0,109916.0,1145,1276,0.13129631257530236
Zollernalbkreis (Landkreis),2004,192961,215,24490,3310656.0,128546.0,1185,1301,0.12691683811754706
Zollernalbkreis (Landkreis),2005,192722,216,23745,3427370.0,113872.0,1325,1378,0.12320855947945746
Zollernalbkreis (Landkreis),2006,192138,213,23558,3655969.0,113763.0,1380,1360,0.12260979087947205
Zollernalbkreis (Landkreis),2007,191531,206,24697,3944729.0,135477.0,1421,1327,0.12894518380836523
Zollernalbkreis (Landkreis),2008,190294,207,25117,3979457.0,176611.0,1541,1313,0.13199049891220954
Zollernalbkreis (Landkreis),2009,189337,197,22621,3075798.0,116669.0,1284,1297,0.11947479890354236
Zollernalbkreis (Landkreis),2010,188393,191,22420,3544267.0,104339.0,1435,1317,0.11900654482916032
Zollernalbkreis (Landkreis),2011,185129,198,23495,3869557.0,140650.0,1512,1109,0.12691150495060202
Zollernalbkreis (Landkreis),2012,184658,192,23319,3859443.0,152140.0,1480,1086,0.12628209988194392
Zollernalbkreis (Landkreis),2013,184615,192,23499,3968211.0,211093.0,1476,1065,0.12728651518023995
Zollernalbkreis (Landkreis),2014,186360,193,23733,4116568.0,114175.0,1505,1032,0.12735028976175145
Zollernalbkreis (Landkreis),2015,188595,190,24007,4399167.0,190128.0,1519,1049,0.12729393674275563
Zollernalbkreis (Landkreis),2016,187401,193,24315,4607166.0,129925.0,1473,1018,0.12974850721180783
Zollernalbkreis (Landkreis),2017,188170,192,25219,4814846.0,131545.0,1516,1007,0.13402242652920232
Zollernalbkreis (Landkreis),2018,188935,197,26067,5077195.0,141322.0,1546,975,0.13796808426178314
Zollernalbkreis (Landkreis),2019,189363,204,26692,4937553.0,161979.0,1527,1041,0.14095678670067543
Zollernalbkreis (Landkreis),2020,189862,209,25925,4561740.0,184484.0,1416,1031,0.13654654433219918
Zollernalbkreis (Landkreis),2021,190545,212,26422,5225240.0,222210.0,1497,1086,0.1386654071216773
Zollernalbkreis (Landkreis),2022,192726,211,26844,5552210.0,256279.0,1466,1056,0.13928582547243237
