DName,DType,DN_DT,Jahr,Gemeindegebiet,Bevölkerung insgesamt,Bevölkerungsdichte,Landeswert(BD)
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1961,136806,128002,94,219
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1962,136806,131235,96,224
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1963,136806,133560,98,227
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1964,136806,136384,100,231
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1965,136806,139423,102,236
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1966,136804,141269,103,239
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1967,136803,142016,104,240
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1968,136800,144250,105,244
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1969,136797,147349,108,249
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1970,136796,148493,109,250
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1971,136794,151212,111,253
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1972,136321,152812,112,256
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1973,136323,155120,114,258
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1974,135992,155084,114,258
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1975,136002,155694,114,256
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1976,136007,156324,115,255
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1977,135908,156927,115,255
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1978,135908,157826,116,256
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1979,135722,159201,117,257
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1980,135728,160377,118,259
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1981,135728,160699,118,260
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1982,135723,160461,118,259
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1983,135715,160052,118,259
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1984,135723,159626,118,259
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1985,135721,159543,118,259
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1986,135720,160379,118,261
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1987,135724,160508,118,261
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1988,135724,161916,119,264
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1989,135724,164607,121,269
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1990,135722,168981,125,275
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1991,135731,172160,127,280
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1992,135733,175186,129,284
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1993,135733,177857,131,286
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1994,135737,179018,132,287
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1995,135740,180309,133,289
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1996,135734,181648,134,290
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1997,135736,182362,134,291
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1998,135734,183304,135,292
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1999,135733,184803,136,293
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2000,135732,185929,137,294
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2001,135732,187000,138,297
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2002,135732,188146,139,298
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2003,135732,189101,139,299
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2004,135731,189717,140,300
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2005,135733,190233,140,300
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2006,135732,190189,140,300
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2007,135732,190212,140,301
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2008,135732,190403,140,301
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2009,135732,189884,140,301
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2010,135732,189670,140,301
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2011,135867,186444,137,295
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2012,135867,187123,138,296
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2013,135867,187892,138,298
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2014,135867,189129,139,300
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2015,135867,192104,141,305
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2016,135855,193318,142,307
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2017,135855,194629,143,309
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2018,135855,196047,144,310
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2019,135854,197076,145,311
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2020,135854,198204,146,311
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2021,135855,199732,147,312
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2022,135855,200294,147,313
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2023,135854,201769,149,315
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1961,14021,51505,367,219
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1962,14021,51706,369,224
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1963,14021,52033,371,227
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1964,14021,52007,371,231
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1965,14022,52148,372,236
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1966,14022,52451,374,239
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1967,14022,52199,372,240
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1968,14022,52358,373,244
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1969,14022,52766,376,249
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1970,14022,51331,366,250
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1971,14022,51304,366,253
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1972,14022,51089,364,256
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1973,14022,50679,361,258
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1974,14022,50201,358,258
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1975,14021,49718,355,256
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1976,14021,49159,351,255
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1977,14021,48959,349,255
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1978,14021,49200,351,256
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1979,14021,49399,352,257
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1980,14021,49142,350,259
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1981,14021,49059,350,260
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1982,14021,48886,349,259
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1983,14021,48848,348,259
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1984,14021,48622,347,259
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1985,14021,48684,347,259
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1986,14021,49257,351,261
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1987,14021,50212,358,261
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1988,14021,50761,362,264
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1989,14021,51085,364,269
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1990,14017,51849,370,275
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1991,14017,52524,375,280
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1992,14019,52844,377,284
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1993,14019,52712,376,286
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1994,14018,52570,375,287
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1995,14018,52745,376,289
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1996,14018,52995,378,290
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1997,14019,52672,376,291
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1998,14018,52546,375,292
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1999,14018,52627,375,293
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2000,14018,52729,376,294
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2001,14018,53084,379,297
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2002,14018,53643,383,298
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2003,14018,53938,385,299
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2004,14018,54301,387,300
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2005,14018,54581,389,300
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2006,14018,54855,391,300
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2007,14018,54853,391,301
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2008,14018,54777,391,301
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2009,14021,54494,389,301
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2010,14021,54445,388,301
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2011,14021,52424,374,295
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2012,14021,52585,375,296
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2013,14021,53012,378,298
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2014,14021,53342,380,300
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2015,14021,54160,386,305
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2016,14019,54307,387,307
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2017,14019,54718,390,309
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2018,14019,55123,393,310
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2019,14019,55185,394,311
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2020,14019,55449,396,311
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2021,14019,55527,396,312
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2022,14019,56094,400,313
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2023,14019,56526,403,315
Biberach,Landkreis,Biberach (Landkreis),1961,139684,129080,92,219
Biberach,Landkreis,Biberach (Landkreis),1962,139686,131431,94,224
Biberach,Landkreis,Biberach (Landkreis),1963,139686,133527,96,227
Biberach,Landkreis,Biberach (Landkreis),1964,139688,136255,98,231
Biberach,Landkreis,Biberach (Landkreis),1965,139689,138959,99,236
Biberach,Landkreis,Biberach (Landkreis),1966,139687,140626,101,239
Biberach,Landkreis,Biberach (Landkreis),1967,139690,141515,101,240
Biberach,Landkreis,Biberach (Landkreis),1968,139689,142825,102,244
Biberach,Landkreis,Biberach (Landkreis),1969,139691,144812,104,249
Biberach,Landkreis,Biberach (Landkreis),1970,139692,146308,105,250
Biberach,Landkreis,Biberach (Landkreis),1971,139691,147957,106,253
Biberach,Landkreis,Biberach (Landkreis),1972,140164,149249,106,256
Biberach,Landkreis,Biberach (Landkreis),1973,140162,150199,107,258
Biberach,Landkreis,Biberach (Landkreis),1974,140160,149840,107,258
Biberach,Landkreis,Biberach (Landkreis),1975,140163,149190,106,256
Biberach,Landkreis,Biberach (Landkreis),1976,140901,149362,106,255
Biberach,Landkreis,Biberach (Landkreis),1977,140988,149315,106,255
Biberach,Landkreis,Biberach (Landkreis),1978,140988,149513,106,256
Biberach,Landkreis,Biberach (Landkreis),1979,140988,150597,107,257
Biberach,Landkreis,Biberach (Landkreis),1980,140986,151661,108,259
Biberach,Landkreis,Biberach (Landkreis),1981,140986,152168,108,260
Biberach,Landkreis,Biberach (Landkreis),1982,140982,152179,108,259
Biberach,Landkreis,Biberach (Landkreis),1983,140983,151996,108,259
Biberach,Landkreis,Biberach (Landkreis),1984,140981,152111,108,259
Biberach,Landkreis,Biberach (Landkreis),1985,140984,152447,108,259
Biberach,Landkreis,Biberach (Landkreis),1986,140981,153222,109,261
Biberach,Landkreis,Biberach (Landkreis),1987,140979,154155,109,261
Biberach,Landkreis,Biberach (Landkreis),1988,140979,155148,110,264
Biberach,Landkreis,Biberach (Landkreis),1989,140993,158374,112,269
Biberach,Landkreis,Biberach (Landkreis),1990,140996,162746,115,275
Biberach,Landkreis,Biberach (Landkreis),1991,140985,165920,118,280
Biberach,Landkreis,Biberach (Landkreis),1992,140986,169667,120,284
Biberach,Landkreis,Biberach (Landkreis),1993,140986,171912,122,286
Biberach,Landkreis,Biberach (Landkreis),1994,140985,173664,123,287
Biberach,Landkreis,Biberach (Landkreis),1995,140987,175622,125,289
Biberach,Landkreis,Biberach (Landkreis),1996,140983,177603,126,290
Biberach,Landkreis,Biberach (Landkreis),1997,141002,178896,127,291
Biberach,Landkreis,Biberach (Landkreis),1998,140984,180271,128,292
Biberach,Landkreis,Biberach (Landkreis),1999,140982,181409,129,293
Biberach,Landkreis,Biberach (Landkreis),2000,140984,182979,130,294
Biberach,Landkreis,Biberach (Landkreis),2001,140982,184548,131,297
Biberach,Landkreis,Biberach (Landkreis),2002,140983,185980,132,298
Biberach,Landkreis,Biberach (Landkreis),2003,140982,187138,133,299
Biberach,Landkreis,Biberach (Landkreis),2004,140982,187885,133,300
Biberach,Landkreis,Biberach (Landkreis),2005,140981,188532,134,300
Biberach,Landkreis,Biberach (Landkreis),2006,140981,188810,134,300
Biberach,Landkreis,Biberach (Landkreis),2007,140975,189089,134,301
Biberach,Landkreis,Biberach (Landkreis),2008,140975,189296,134,301
Biberach,Landkreis,Biberach (Landkreis),2009,140975,189403,134,301
Biberach,Landkreis,Biberach (Landkreis),2010,140975,189312,134,301
Biberach,Landkreis,Biberach (Landkreis),2011,140975,187508,133,295
Biberach,Landkreis,Biberach (Landkreis),2012,140975,187747,133,296
Biberach,Landkreis,Biberach (Landkreis),2013,140975,188696,134,298
Biberach,Landkreis,Biberach (Landkreis),2014,140975,190438,135,300
Biberach,Landkreis,Biberach (Landkreis),2015,140975,194019,138,305
Biberach,Landkreis,Biberach (Landkreis),2016,140953,196206,139,307
Biberach,Landkreis,Biberach (Landkreis),2017,140953,198265,141,309
Biberach,Landkreis,Biberach (Landkreis),2018,140952,199742,142,310
Biberach,Landkreis,Biberach (Landkreis),2019,140952,201282,143,311
Biberach,Landkreis,Biberach (Landkreis),2020,140952,202250,143,311
Biberach,Landkreis,Biberach (Landkreis),2021,140953,203244,144,312
Biberach,Landkreis,Biberach (Landkreis),2022,140952,205073,145,313
Biberach,Landkreis,Biberach (Landkreis),2023,140952,206783,147,315
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1961,66328,123917,187,219
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1962,66329,128168,193,224
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1963,66328,131007,198,227
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1964,66328,134325,203,231
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1965,66328,139597,210,236
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1966,66329,142439,215,239
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1967,66330,143564,216,240
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1968,66331,147904,223,244
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1969,66330,153011,231,249
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1970,66330,153251,231,250
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1971,66331,156995,237,253
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1972,66331,160512,242,256
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1973,66331,161906,244,258
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1974,66331,162225,245,258
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1975,66336,162236,245,256
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1976,66338,162854,245,255
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1977,66442,164150,247,255
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1978,66442,165596,249,256
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1979,66447,167867,253,257
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1980,66448,170353,256,259
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1981,66449,171466,258,260
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1982,66452,171736,258,259
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1983,66457,171337,258,259
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1984,66455,171168,258,259
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1985,66455,172981,260,259
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1986,66462,175339,264,261
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1987,66466,173466,261,261
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1988,66466,175256,264,264
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1989,66464,180257,271,269
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1990,66464,183774,277,275
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1991,66466,187140,282,280
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1992,66467,189820,286,284
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1993,66467,191390,288,286
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1994,66467,191735,288,287
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1995,66467,192947,290,289
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1996,66471,194574,293,290
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1997,66472,195445,294,291
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1998,66472,196377,295,292
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1999,66472,198024,298,293
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2000,66478,199181,300,294
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2001,66477,200948,302,297
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2002,66478,202449,305,298
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2003,66478,203523,306,299
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2004,66478,204392,307,300
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2005,66479,205446,309,300
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2006,66479,205832,310,300
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2007,66478,206759,311,301
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2008,66479,207766,313,301
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2009,66478,207710,312,301
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2010,66479,208367,313,301
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2011,66479,204483,308,295
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2012,66480,205843,310,296
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2013,66480,207450,312,298
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2014,66481,209386,315,300
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2015,66481,212201,319,305
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2016,66479,213070,321,307
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2017,66479,214655,323,309
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2018,66480,216227,325,310
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2019,66477,217470,327,311
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2020,66477,217901,328,311
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2021,66477,218885,329,312
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2022,66477,219641,330,313
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2023,66477,221208,333,315
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1961,137599,139793,102,219
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1962,137598,143672,104,224
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1963,137598,147541,107,227
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1964,137598,151418,110,231
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1965,137598,155243,113,236
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1966,137598,158687,115,239
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1967,137596,160580,117,240
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1968,137594,163466,119,244
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1969,137594,167740,122,249
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1970,137593,164686,120,250
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1971,137597,170185,124,253
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1972,137597,176331,128,256
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1973,137597,181335,132,258
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1974,137597,184753,134,258
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1975,137605,187104,136,256
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1976,137965,189189,137,255
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1977,137964,191346,139,255
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1978,137827,193753,141,256
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1979,137834,196618,143,257
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1980,137834,199911,145,259
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1981,137832,201776,146,260
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1982,137834,202935,147,259
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1983,137833,203765,148,259
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1984,137833,205946,149,259
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1985,137833,207466,151,259
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1986,137832,210015,152,261
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1987,137833,204355,148,261
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1988,137833,206906,150,264
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1989,137834,211688,154,269
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1990,137843,217267,158,275
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1991,137840,221264,161,280
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1992,137840,224070,163,284
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1993,137840,226638,164,286
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1994,137835,227989,165,287
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1995,137834,230839,167,289
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1996,137833,233460,169,290
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1997,137836,235350,171,291
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1998,137837,237217,172,292
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1999,137835,238770,173,293
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2000,137834,240545,175,294
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2001,137834,243043,176,297
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2002,137833,245342,178,298
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2003,137833,247002,179,299
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2004,137833,248400,180,300
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2005,137833,249535,181,300
