DName,DType,DN_DT,Jahr,Gemeindegebiet,Bevölkerung insgesamt,Bevölkerungsdichte,Landeswert(BD)
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2023,15304,236236,1544,315
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1961,87093,84535,97,219
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1962,87092,86187,99,224
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1963,87092,87526,100,227
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1964,87091,89013,102,231
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1965,87091,90684,104,236
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1966,87091,92143,106,239
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1967,87090,92819,107,240
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1968,87093,94161,108,244
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1969,87093,96327,111,249
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1970,87093,95489,110,250
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1971,87092,96626,111,253
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1972,87093,97221,112,256
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1973,87093,98294,113,258
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1974,87093,97970,112,258
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1975,87093,97682,112,256
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1976,87092,97802,112,255
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1977,87068,97516,112,255
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1978,87068,97611,112,256
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1979,87069,98548,113,257
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1980,87067,99697,115,259
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1981,87066,100059,115,260
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1982,87066,100515,115,259
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1983,87065,100586,116,259
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1984,87067,101030,116,259
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1985,87067,101572,117,259
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1986,87066,101942,117,261
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1987,87066,102332,118,261
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1988,87066,103605,119,264
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1989,87068,107565,124,269
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1990,87068,109960,126,275
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1991,87063,112083,129,280
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1992,87064,114753,132,284
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1993,87064,120446,138,286
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1994,87068,120046,138,287
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1995,87100,119166,137,289
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1996,87075,119216,137,290
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1997,87071,119528,137,291
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1998,87073,120254,138,292
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1999,87066,121063,139,293
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2000,87065,120848,139,294
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2001,87068,121682,140,297
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2002,87068,122275,140,298
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2003,87068,122369,141,299
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2004,87068,122407,141,300
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2005,87068,122579,141,300
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2006,87068,122275,140,300
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2007,87068,121865,140,301
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2008,87068,121272,139,301
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2009,87068,120637,139,301
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2010,87068,119878,138,301
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2011,87067,115220,132,295
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2012,87067,115055,132,296
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2013,87067,114793,132,298
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2014,87067,115147,132,300
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2015,87067,116233,133,305
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2016,87039,116692,134,307
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2017,87039,117456,135,309
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2018,87040,117935,135,310
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2019,87040,118243,136,311
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2020,87040,118364,136,311
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2021,87040,119183,137,312
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2022,87040,121450,140,313
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2023,87040,121901,140,315
Göppingen,Landkreis,Göppingen (Landkreis),1961,63856,204943,321,219
Göppingen,Landkreis,Göppingen (Landkreis),1962,63856,208285,326,224
Göppingen,Landkreis,Göppingen (Landkreis),1963,63856,208620,327,227
Göppingen,Landkreis,Göppingen (Landkreis),1964,63855,211493,331,231
Göppingen,Landkreis,Göppingen (Landkreis),1965,63855,215027,337,236
Göppingen,Landkreis,Göppingen (Landkreis),1966,63855,216408,339,239
Göppingen,Landkreis,Göppingen (Landkreis),1967,63855,215983,338,240
Göppingen,Landkreis,Göppingen (Landkreis),1968,63870,219767,344,244
Göppingen,Landkreis,Göppingen (Landkreis),1969,63870,225070,352,249
Göppingen,Landkreis,Göppingen (Landkreis),1970,63870,227461,356,250
Göppingen,Landkreis,Göppingen (Landkreis),1971,63870,229357,359,253
Göppingen,Landkreis,Göppingen (Landkreis),1972,63870,230948,362,256
Göppingen,Landkreis,Göppingen (Landkreis),1973,64154,232933,363,258
Göppingen,Landkreis,Göppingen (Landkreis),1974,64154,231538,361,258
Göppingen,Landkreis,Göppingen (Landkreis),1975,64153,229117,357,256
Göppingen,Landkreis,Göppingen (Landkreis),1976,64150,227657,355,255
Göppingen,Landkreis,Göppingen (Landkreis),1977,64152,226905,354,255
Göppingen,Landkreis,Göppingen (Landkreis),1978,64232,226750,353,256
Göppingen,Landkreis,Göppingen (Landkreis),1979,64233,228573,356,257
Göppingen,Landkreis,Göppingen (Landkreis),1980,64236,230953,360,259
Göppingen,Landkreis,Göppingen (Landkreis),1981,64235,230854,359,260
Göppingen,Landkreis,Göppingen (Landkreis),1982,64235,229831,358,259
Göppingen,Landkreis,Göppingen (Landkreis),1983,64238,229413,357,259
Göppingen,Landkreis,Göppingen (Landkreis),1984,64233,229013,357,259
Göppingen,Landkreis,Göppingen (Landkreis),1985,64231,229399,357,259
Göppingen,Landkreis,Göppingen (Landkreis),1986,64237,230816,359,261
Göppingen,Landkreis,Göppingen (Landkreis),1987,64234,231284,360,261
Göppingen,Landkreis,Göppingen (Landkreis),1988,64234,233827,364,264
Göppingen,Landkreis,Göppingen (Landkreis),1989,64233,238263,371,269
Göppingen,Landkreis,Göppingen (Landkreis),1990,64233,243092,378,275
Göppingen,Landkreis,Göppingen (Landkreis),1991,64235,247741,386,280
Göppingen,Landkreis,Göppingen (Landkreis),1992,64237,250515,390,284
Göppingen,Landkreis,Göppingen (Landkreis),1993,64237,252275,393,286
Göppingen,Landkreis,Göppingen (Landkreis),1994,64235,254230,396,287
Göppingen,Landkreis,Göppingen (Landkreis),1995,64234,255203,397,289
Göppingen,Landkreis,Göppingen (Landkreis),1996,64232,255669,398,290
Göppingen,Landkreis,Göppingen (Landkreis),1997,64232,254929,397,291
Göppingen,Landkreis,Göppingen (Landkreis),1998,64232,255207,397,292
Göppingen,Landkreis,Göppingen (Landkreis),1999,64233,256136,399,293
Göppingen,Landkreis,Göppingen (Landkreis),2000,64233,256792,400,294
Göppingen,Landkreis,Göppingen (Landkreis),2001,64234,257651,401,297
Göppingen,Landkreis,Göppingen (Landkreis),2002,64235,258488,402,298
Göppingen,Landkreis,Göppingen (Landkreis),2003,64235,258707,403,299
Göppingen,Landkreis,Göppingen (Landkreis),2004,64236,258492,402,300
Göppingen,Landkreis,Göppingen (Landkreis),2005,64236,257783,401,300
Göppingen,Landkreis,Göppingen (Landkreis),2006,64236,256967,400,300
Göppingen,Landkreis,Göppingen (Landkreis),2007,64236,255807,398,301
Göppingen,Landkreis,Göppingen (Landkreis),2008,64236,254833,397,301
Göppingen,Landkreis,Göppingen (Landkreis),2009,64236,253522,395,301
Göppingen,Landkreis,Göppingen (Landkreis),2010,64237,252548,393,301
Göppingen,Landkreis,Göppingen (Landkreis),2011,64237,247194,385,295
Göppingen,Landkreis,Göppingen (Landkreis),2012,64236,247835,386,296
Göppingen,Landkreis,Göppingen (Landkreis),2013,64236,248813,387,298
Göppingen,Landkreis,Göppingen (Landkreis),2014,64236,250117,389,300
Göppingen,Landkreis,Göppingen (Landkreis),2015,64236,252749,393,305
Göppingen,Landkreis,Göppingen (Landkreis),2016,64234,254618,396,307
Göppingen,Landkreis,Göppingen (Landkreis),2017,64234,256345,399,309
Göppingen,Landkreis,Göppingen (Landkreis),2018,64234,257253,400,310
Göppingen,Landkreis,Göppingen (Landkreis),2019,64234,258145,402,311
Göppingen,Landkreis,Göppingen (Landkreis),2020,64234,258781,403,311
Göppingen,Landkreis,Göppingen (Landkreis),2021,64234,259046,403,312
Göppingen,Landkreis,Göppingen (Landkreis),2022,64234,257269,401,313
Göppingen,Landkreis,Göppingen (Landkreis),2023,64234,259232,404,315
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1961,10899,134215,1231,219
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1962,10899,134818,1237,224
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1963,10899,134358,1233,227
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1964,10899,133485,1225,231
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1965,10899,133603,1226,236
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1966,10899,132641,1217,239
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1967,10899,130573,1198,240
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1968,10899,130206,1195,244
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1969,10899,130685,1199,249
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1970,10899,130129,1194,250
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1971,10899,130863,1201,253
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1972,10899,131285,1205,256
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1973,10899,129688,1190,258
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1974,10899,130134,1194,258
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1975,10899,129368,1187,256
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1976,10886,129361,1188,255
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1977,10887,129179,1187,255
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1978,10887,128064,1176,256
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1979,10883,128773,1183,257
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1980,10883,133227,1224,259
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1981,10883,134386,1235,260
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1982,10883,134575,1237,259
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1983,10883,133437,1226,259
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1984,10883,133693,1228,259
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1985,10883,134724,1238,259
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1986,10883,136227,1252,261
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1987,10883,128609,1182,261
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1988,10883,131429,1208,264
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1989,10883,134496,1236,269
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1990,10883,136796,1257,275
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1991,10883,139392,1281,280
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1992,10883,140282,1289,284
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1993,10883,139429,1281,286
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1994,10883,138964,1277,287
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1995,10883,138781,1275,289
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1996,10883,138869,1276,290
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1997,10883,139941,1286,291
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1998,10883,139285,1280,292
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1999,10883,139672,1283,293
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2000,10883,140259,1289,294
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2001,10883,141509,1300,297
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2002,10884,142575,1310,298
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2003,10883,142959,1314,299
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2004,10883,143123,1315,300
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2005,10883,142993,1314,300
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2006,10883,144634,1329,300
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2007,10883,145311,1335,301
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2008,10883,145642,1338,301
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2009,10883,146466,1346,301
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2010,10883,147312,1354,301
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2011,10883,148415,1364,295
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2012,10883,150335,1381,296
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2013,10883,152113,1398,298
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2014,10883,154715,1422,300
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2015,10884,156267,1436,305
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2016,10889,159914,1469,307
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2017,10889,160601,1475,309
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2018,10883,160355,1473,310
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2019,10883,161485,1484,311
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2020,10883,158741,1459,311
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2021,10883,159245,1463,312
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2022,10883,154570,1420,313
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2023,10883,155175,1426,315
Heidenheim,Landkreis,Heidenheim (Landkreis),1961,62400,114701,184,219
Heidenheim,Landkreis,Heidenheim (Landkreis),1962,62400,116898,187,224
Heidenheim,Landkreis,Heidenheim (Landkreis),1963,62400,119045,191,227
Heidenheim,Landkreis,Heidenheim (Landkreis),1964,62400,121474,195,231
Heidenheim,Landkreis,Heidenheim (Landkreis),1965,62400,123423,198,236
Heidenheim,Landkreis,Heidenheim (Landkreis),1966,62398,123481,198,239
Heidenheim,Landkreis,Heidenheim (Landkreis),1967,62398,122896,197,240
Heidenheim,Landkreis,Heidenheim (Landkreis),1968,62398,124415,199,244
Heidenheim,Landkreis,Heidenheim (Landkreis),1969,62398,126703,203,249
Heidenheim,Landkreis,Heidenheim (Landkreis),1970,62398,126800,203,250
Heidenheim,Landkreis,Heidenheim (Landkreis),1971,62400,126477,203,253
Heidenheim,Landkreis,Heidenheim (Landkreis),1972,62397,126468,203,256
Heidenheim,Landkreis,Heidenheim (Landkreis),1973,62397,126999,204,258
Heidenheim,Landkreis,Heidenheim (Landkreis),1974,62728,126610,202,258
Heidenheim,Landkreis,Heidenheim (Landkreis),1975,62717,125375,200,256
Heidenheim,Landkreis,Heidenheim (Landkreis),1976,62718,124058,198,255
Heidenheim,Landkreis,Heidenheim (Landkreis),1977,62719,123471,197,255
Heidenheim,Landkreis,Heidenheim (Landkreis),1978,62719,123395,197,256
Heidenheim,Landkreis,Heidenheim (Landkreis),1979,62720,123516,197,257
Heidenheim,Landkreis,Heidenheim (Landkreis),1980,62720,124296,198,259
Heidenheim,Landkreis,Heidenheim (Landkreis),1981,62720,124277,198,260
Heidenheim,Landkreis,Heidenheim (Landkreis),1982,62720,123656,197,259
Heidenheim,Landkreis,Heidenheim (Landkreis),1983,62721,123451,197,259
Heidenheim,Landkreis,Heidenheim (Landkreis),1984,62721,123181,196,259
Heidenheim,Landkreis,Heidenheim (Landkreis),1985,62720,123500,197,259
Heidenheim,Landkreis,Heidenheim (Landkreis),1986,62720,123859,197,261
Heidenheim,Landkreis,Heidenheim (Landkreis),1987,62721,125502,200,261
Heidenheim,Landkreis,Heidenheim (Landkreis),1988,62721,126437,202,264
Heidenheim,Landkreis,Heidenheim (Landkreis),1989,62719,128495,205,269
Heidenheim,Landkreis,Heidenheim (Landkreis),1990,62718,131058,209,275
Heidenheim,Landkreis,Heidenheim (Landkreis),1991,62718,132824,212,280
Heidenheim,Landkreis,Heidenheim (Landkreis),1992,62718,134740,215,284
Heidenheim,Landkreis,Heidenheim (Landkreis),1993,62718,136174,217,286
Heidenheim,Landkreis,Heidenheim (Landkreis),1994,62710,136572,218,287
Heidenheim,Landkreis,Heidenheim (Landkreis),1995,62711,137315,219,289
Heidenheim,Landkreis,Heidenheim (Landkreis),1996,62723,137758,220,290
Heidenheim,Landkreis,Heidenheim (Landkreis),1997,62724,137587,219,291
Heidenheim,Landkreis,Heidenheim (Landkreis),1998,62714,137272,219,292
Heidenheim,Landkreis,Heidenheim (Landkreis),1999,62712,136890,218,293
Heidenheim,Landkreis,Heidenheim (Landkreis),2000,62713,136976,218,294
Heidenheim,Landkreis,Heidenheim (Landkreis),2001,62713,137055,219,297
Heidenheim,Landkreis,Heidenheim (Landkreis),2002,62712,136957,218,298
Heidenheim,Landkreis,Heidenheim (Landkreis),2003,62712,136337,217,299
Heidenheim,Landkreis,Heidenheim (Landkreis),2004,62712,135737,216,300
Heidenheim,Landkreis,Heidenheim (Landkreis),2005,62712,135174,216,300
Heidenheim,Landkreis,Heidenheim (Landkreis),2006,62712,134164,214,300
Heidenheim,Landkreis,Heidenheim (Landkreis),2007,62712,133449,213,301
Heidenheim,Landkreis,Heidenheim (Landkreis),2008,62712,132773,212,301
Heidenheim,Landkreis,Heidenheim (Landkreis),2009,62712,131854,210,301
Heidenheim,Landkreis,Heidenheim (Landkreis),2010,62712,131116,209,301
Heidenheim,Landkreis,Heidenheim (Landkreis),2011,62712,127691,204,295
Heidenheim,Landkreis,Heidenheim (Landkreis),2012,62712,127608,203,296
Heidenheim,Landkreis,Heidenheim (Landkreis),2013,62712,127947,204,298
Heidenheim,Landkreis,Heidenheim (Landkreis),2014,62712,128894,206,300
Heidenheim,Landkreis,Heidenheim (Landkreis),2015,62713,130527,208,305
Heidenheim,Landkreis,Heidenheim (Landkreis),2016,62714,131498,210,307
Heidenheim,Landkreis,Heidenheim (Landkreis),2017,62714,132006,210,309
Heidenheim,Landkreis,Heidenheim (Landkreis),2018,62713,132472,211,310
Heidenheim,Landkreis,Heidenheim (Landkreis),2019,62713,132777,212,311
Heidenheim,Landkreis,Heidenheim (Landkreis),2020,62714,132812,212,311
Heidenheim,Landkreis,Heidenheim (Landkreis),2021,62714,132958,212,312
Heidenheim,Landkreis,Heidenheim (Landkreis),2022,62714,134766,215,313
Heidenheim,Landkreis,Heidenheim (Landkreis),2023,62714,135241,216,315
Heilbronn,Landkreis,Heilbronn (Landkreis),1961,110200,189845,172,219
Heilbronn,Landkreis,Heilbronn (Landkreis),1962,110289,193311,175,224
Heilbronn,Landkreis,Heilbronn (Landkreis),1963,110288,197367,179,227
Heilbronn,Landkreis,Heilbronn (Landkreis),1964,110287,203286,184,231
Heilbronn,Landkreis,Heilbronn (Landkreis),1965,110286,208723,189,236
Heilbronn,Landkreis,Heilbronn (Landkreis),1966,110287,212029,192,239
Heilbronn,Landkreis,Heilbronn (Landkreis),1967,110286,213443,194,240
Heilbronn,Landkreis,Heilbronn (Landkreis),1968,110286,218070,198,244
Heilbronn,Landkreis,Heilbronn (Landkreis),1969,110287,223410,203,249
Heilbronn,Landkreis,Heilbronn (Landkreis),1970,110279,225179,204,250
Heilbronn,Landkreis,Heilbronn (Landkreis),1971,110277,228445,207,253
Heilbronn,Landkreis,Heilbronn (Landkreis),1972,110278,231913,210,256
Heilbronn,Landkreis,Heilbronn (Landkreis),1973,110278,236300,214,258
Heilbronn,Landkreis,Heilbronn (Landkreis),1974,110278,235314,213,258
Heilbronn,Landkreis,Heilbronn (Landkreis),1975,110278,232151,211,256
Heilbronn,Landkreis,Heilbronn (Landkreis),1976,110275,232637,211,255
Heilbronn,Landkreis,Heilbronn (Landkreis),1977,109957,234675,213,255
Heilbronn,Landkreis,Heilbronn (Landkreis),1978,109964,237428,216,256
Heilbronn,Landkreis,Heilbronn (Landkreis),1979,109959,241160,219,257
Heilbronn,Landkreis,Heilbronn (Landkreis),1980,109960,244633,222,259
Heilbronn,Landkreis,Heilbronn (Landkreis),1981,109959,246519,224,260
Heilbronn,Landkreis,Heilbronn (Landkreis),1982,109960,247152,225,259
Heilbronn,Landkreis,Heilbronn (Landkreis),1983,109961,248261,226,259
Heilbronn,Landkreis,Heilbronn (Landkreis),1984,109961,249181,227,259
Heilbronn,Landkreis,Heilbronn (Landkreis),1985,109961,250146,227,259
Heilbronn,Landkreis,Heilbronn (Landkreis),1986,109961,252554,230,261
Heilbronn,Landkreis,Heilbronn (Landkreis),1987,109964,253972,231,261
Heilbronn,Landkreis,Heilbronn (Landkreis),1988,109964,257554,234,264
Heilbronn,Landkreis,Heilbronn (Landkreis),1989,109959,263663,240,269
Heilbronn,Landkreis,Heilbronn (Landkreis),1990,109958,272357,248,275
Heilbronn,Landkreis,Heilbronn (Landkreis),1991,109957,279912,255,280
Heilbronn,Landkreis,Heilbronn (Landkreis),1992,109960,287422,261,284
Heilbronn,Landkreis,Heilbronn (Landkreis),1993,109960,293898,267,286
Heilbronn,Landkreis,Heilbronn (Landkreis),1994,109961,298448,271,287
Heilbronn,Landkreis,Heilbronn (Landkreis),1995,109970,303513,276,289
Heilbronn,Landkreis,Heilbronn (Landkreis),1996,109958,307315,279,290
Heilbronn,Landkreis,Heilbronn (Landkreis),1997,109957,310619,282,291
Heilbronn,Landkreis,Heilbronn (Landkreis),1998,109985,313874,285,292
Heilbronn,Landkreis,Heilbronn (Landkreis),1999,109986,317578,289,293
Heilbronn,Landkreis,Heilbronn (Landkreis),2000,109991,320955,292,294
Heilbronn,Landkreis,Heilbronn (Landkreis),2001,109992,324043,295,297
Heilbronn,Landkreis,Heilbronn (Landkreis),2002,109993,326229,297,298
Heilbronn,Landkreis,Heilbronn (Landkreis),2003,109993,327540,298,299
Heilbronn,Landkreis,Heilbronn (Landkreis),2004,109995,328866,299,300
Heilbronn,Landkreis,Heilbronn (Landkreis),2005,109995,329503,300,300
Heilbronn,Landkreis,Heilbronn (Landkreis),2006,109995,329979,300,300
Heilbronn,Landkreis,Heilbronn (Landkreis),2007,109994,330302,300,301
Heilbronn,Landkreis,Heilbronn (Landkreis),2008,109994,329743,300,301
Heilbronn,Landkreis,Heilbronn (Landkreis),2009,109993,329054,299,301
Heilbronn,Landkreis,Heilbronn (Landkreis),2010,109993,328364,299,301
Heilbronn,Landkreis,Heilbronn (Landkreis),2011,109993,323168,294,295
Heilbronn,Landkreis,Heilbronn (Landkreis),2012,109993,324543,295,296
Heilbronn,Landkreis,Heilbronn (Landkreis),2013,109993,326035,296,298
Heilbronn,Landkreis,Heilbronn (Landkreis),2014,109993,329250,299,300
Heilbronn,Landkreis,Heilbronn (Landkreis),2015,109993,334388,304,305
Heilbronn,Landkreis,Heilbronn (Landkreis),2016,109991,337571,307,307
Heilbronn,Landkreis,Heilbronn (Landkreis),2017,109991,340772,310,309
Heilbronn,Landkreis,Heilbronn (Landkreis),2018,109991,343068,312,310
Heilbronn,Landkreis,Heilbronn (Landkreis),2019,109991,344456,313,311
Heilbronn,Landkreis,Heilbronn (Landkreis),2020,109991,346363,315,311
Heilbronn,Landkreis,Heilbronn (Landkreis),2021,109991,347798,316,312
Heilbronn,Landkreis,Heilbronn (Landkreis),2022,109991,351402,319,313
Heilbronn,Landkreis,Heilbronn (Landkreis),2023,109991,353609,321,315
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1961,9985,100399,1005,219
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1962,9985,102007,1022,224
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1963,9985,103933,1041,227
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1964,9985,105313,1055,231
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1965,9985,106607,1068,236
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1966,9985,107882,1080,239
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1967,9985,108044,1082,240
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1968,9985,110843,1110,244
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1969,9985,113251,1134,249
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1970,9984,114665,1148,250
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1971,9984,114733,1149,253
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1972,9985,116045,1162,256
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1973,9985,116931,1171,258
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1974,9985,115924,1161,258
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1975,9985,113177,1133,256
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1976,9986,112411,1126,255
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1977,9986,111699,1119,255
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1978,9986,111330,1115,256
