DName,DType,DN_DT,Jahr,Investitionen,Investitionen je Beschäftigten
Waldshut,Landkreis,Waldshut (Landkreis),2010,88163.0,6663.0
Waldshut,Landkreis,Waldshut (Landkreis),2011,125343.0,8992.0
Waldshut,Landkreis,Waldshut (Landkreis),2012,107246.0,7991.0
Waldshut,Landkreis,Waldshut (Landkreis),2013,120651.0,8863.0
Waldshut,Landkreis,Waldshut (Landkreis),2014,119711.0,8626.0
Waldshut,Landkreis,Waldshut (Landkreis),2015,110003.0,7841.0
Waldshut,Landkreis,Waldshut (Landkreis),2016,135686.0,9830.0
Waldshut,Landkreis,Waldshut (Landkreis),2017,136914.0,9759.0
Waldshut,Landkreis,Waldshut (Landkreis),2018,130499.0,9234.0
Waldshut,Landkreis,Waldshut (Landkreis),2019,110983.0,8005.0
Waldshut,Landkreis,Waldshut (Landkreis),2020,97611.0,7470.0
Waldshut,Landkreis,Waldshut (Landkreis),2021,137277.0,10441.0
Waldshut,Landkreis,Waldshut (Landkreis),2022,129179.0,9805.0
Waldshut,Landkreis,Waldshut (Landkreis),2023,162943.0,12273.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1995,122860.0,4186.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1996,110250.0,3920.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1997,119639.0,4403.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1998,133876.0,4903.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1999,154924.0,5724.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2000,176027.0,6607.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2001,198711.0,7471.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2002,178963.0,6776.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2003,109916.0,4416.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2004,128546.0,5265.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2005,113872.0,4775.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2006,113763.0,4815.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2007,135477.0,5506.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2008,176611.0,7028.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2009,116669.0,5157.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2010,104339.0,4667.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2011,140650.0,6008.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2012,152140.0,6566.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2013,211093.0,8994.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2014,114175.0,4820.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2015,190128.0,7928.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2016,129925.0,5354.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2017,131545.0,5222.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2018,141322.0,5429.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2019,161979.0,6096.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2020,184484.0,7129.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2021,222210.0,8439.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2022,256279.0,9557.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2023,261334.0,9739.0
