DName,DType,DN_DT,Jahr,Investitionen,Investitionen je Beschäftigten
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1995,89162.0,6349.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1996,74956.0,5471.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1997,91770.0,6444.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1998,103761.0,6908.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),1999,102028.0,6701.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2000,145645.0,9294.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2001,116367.0,7174.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2002,94419.0,5864.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2003,75048.0,4835.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2004,101178.0,6507.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2005,91288.0,5804.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2006,166693.0,10479.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2007,141074.0,8364.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2008,185379.0,10495.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2009,121096.0,7207.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2010,75263.0,4471.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2011,102888.0,5931.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2012,75475.0,4338.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2013,80732.0,4701.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2014,105165.0,6149.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2015,103805.0,6024.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2016,148967.0,8631.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2017,116174.0,6499.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2018,124969.0,6705.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2019,126118.0,6623.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2020,122027.0,6541.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2021,131506.0,6947.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2022,148194.0,7635.0
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2023,161290.0,8276.0
Göppingen,Landkreis,Göppingen (Landkreis),1995,136691.0,4358.0
Göppingen,Landkreis,Göppingen (Landkreis),1996,118206.0,3883.0
Göppingen,Landkreis,Göppingen (Landkreis),1997,111071.0,3646.0
Göppingen,Landkreis,Göppingen (Landkreis),1998,155571.0,5124.0
Göppingen,Landkreis,Göppingen (Landkreis),1999,144908.0,4824.0
Göppingen,Landkreis,Göppingen (Landkreis),2000,159854.0,5276.0
Göppingen,Landkreis,Göppingen (Landkreis),2001,182666.0,6028.0
Göppingen,Landkreis,Göppingen (Landkreis),2002,155209.0,5131.0
Göppingen,Landkreis,Göppingen (Landkreis),2003,150669.0,5155.0
Göppingen,Landkreis,Göppingen (Landkreis),2004,135474.0,4790.0
Göppingen,Landkreis,Göppingen (Landkreis),2005,122734.0,4458.0
Göppingen,Landkreis,Göppingen (Landkreis),2006,124053.0,4509.0
Göppingen,Landkreis,Göppingen (Landkreis),2007,152051.0,5406.0
Göppingen,Landkreis,Göppingen (Landkreis),2008,158217.0,5547.0
Göppingen,Landkreis,Göppingen (Landkreis),2009,94107.0,3803.0
Göppingen,Landkreis,Göppingen (Landkreis),2010,88676.0,3686.0
Göppingen,Landkreis,Göppingen (Landkreis),2011,110731.0,4438.0
Göppingen,Landkreis,Göppingen (Landkreis),2012,136710.0,5190.0
Göppingen,Landkreis,Göppingen (Landkreis),2013,123547.0,4636.0
Göppingen,Landkreis,Göppingen (Landkreis),2014,159751.0,5938.0
Göppingen,Landkreis,Göppingen (Landkreis),2015,152776.0,5705.0
Göppingen,Landkreis,Göppingen (Landkreis),2016,127633.0,4852.0
Göppingen,Landkreis,Göppingen (Landkreis),2017,147292.0,5237.0
Göppingen,Landkreis,Göppingen (Landkreis),2018,158226.0,5458.0
Göppingen,Landkreis,Göppingen (Landkreis),2019,165899.0,5900.0
Göppingen,Landkreis,Göppingen (Landkreis),2020,128279.0,4939.0
Göppingen,Landkreis,Göppingen (Landkreis),2021,111726.0,4477.0
Göppingen,Landkreis,Göppingen (Landkreis),2022,110393.0,4494.0
Göppingen,Landkreis,Göppingen (Landkreis),2023,115701.0,4869.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1995,56808.0,4855.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1996,74262.0,6605.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1997,66666.0,5840.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1998,100984.0,8733.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1999,60972.0,5572.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2000,120763.0,10742.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2001,74820.0,6733.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2002,61005.0,5383.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2003,59202.0,5403.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2004,63472.0,6007.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2005,50365.0,4677.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2006,64071.0,5783.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2007,77386.0,6757.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2008,74860.0,6451.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2009,68693.0,7096.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2010,69198.0,7260.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2011,63710.0,6719.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2012,41089.0,4403.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2013,66553.0,7239.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2014,48830.0,5253.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2015,60801.0,6865.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2016,56465.0,6306.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2017,50658.0,5555.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2018,86581.0,9414.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2019,108026.0,13009.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2020,90446.0,11183.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2021,70747.0,8631.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2022,75215.0,9215.0
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2023,73429.0,8904.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1995,126020.0,5129.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1996,155641.0,6770.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1997,135942.0,5928.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1998,146614.0,6229.0
Heidenheim,Landkreis,Heidenheim (Landkreis),1999,132221.0,5758.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2000,163479.0,7031.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2001,164976.0,7315.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2002,119758.0,5506.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2003,111666.0,5309.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2004,115687.0,5772.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2005,132659.0,6808.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2006,130948.0,6753.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2007,123769.0,6234.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2008,156096.0,7653.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2009,148181.0,7623.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2010,107483.0,5591.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2011,117584.0,5980.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2012,96296.0,4835.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2013,93432.0,5116.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2014,136227.0,7543.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2015,90727.0,5025.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2016,125427.0,7094.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2017,108077.0,6058.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2018,100217.0,5549.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2019,167755.0,9038.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2020,141215.0,7702.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2021,161419.0,8906.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2022,139966.0,7581.0
Heidenheim,Landkreis,Heidenheim (Landkreis),2023,155346.0,8569.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1995,218008.0,6524.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1996,284090.0,8691.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1997,363964.0,10289.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1998,459722.0,12574.0
Heilbronn,Landkreis,Heilbronn (Landkreis),1999,490692.0,12844.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2000,388100.0,9499.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2001,459446.0,11115.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2002,442385.0,10642.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2003,483801.0,11481.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2004,367630.0,8661.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2005,325355.0,7541.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2006,440556.0,9936.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2007,556189.0,12052.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2008,597495.0,12487.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2009,582309.0,12676.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2010,541985.0,11688.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2011,543906.0,11531.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2012,531456.0,11027.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2013,661725.0,13608.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2014,743190.0,14897.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2015,801747.0,15746.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2016,835207.0,15915.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2017,1268931.0,23304.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2018,1144151.0,20241.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2019,877500.0,15278.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2020,583581.0,10677.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2021,593416.0,10909.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2022,694793.0,12710.0
Heilbronn,Landkreis,Heilbronn (Landkreis),2023,918642.0,16608.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1995,118380.0,7038.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1996,93948.0,5789.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1997,99705.0,6084.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1998,145335.0,9071.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1999,123062.0,7942.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2000,138760.0,8859.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2001,94558.0,6051.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2002,85384.0,5515.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2003,70528.0,4639.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2004,108992.0,7227.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2005,88491.0,5945.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2006,100050.0,6831.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2007,71887.0,5368.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2008,74304.0,5606.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2009,62987.0,5272.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2010,52922.0,4552.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2011,60781.0,5153.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2012,73010.0,6435.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2013,78373.0,6981.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2014,74141.0,6874.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2015,55515.0,4832.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2016,85413.0,7234.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2017,78948.0,6640.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2018,114085.0,9810.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2019,115731.0,10091.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2020,80161.0,7086.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2021,108623.0,9342.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2022,112414.0,9645.0
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2023,108339.0,9450.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1995,70791.0,4580.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1996,74053.0,4797.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1997,79513.0,4992.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1998,97655.0,5878.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1999,110971.0,6626.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2000,111007.0,6430.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2001,124129.0,7040.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2002,130557.0,7690.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2003,86209.0,5219.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2004,91726.0,5555.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2005,97917.0,5862.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2006,109398.0,6281.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2007,172292.0,9267.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2008,178232.0,9615.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2009,127589.0,7239.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2010,96024.0,5251.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2011,139632.0,7186.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2012,147614.0,7287.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2013,175366.0,8590.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2014,152333.0,7200.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2015,247422.0,11769.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2016,197337.0,9033.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2017,213175.0,9571.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2018,223407.0,9649.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2019,173836.0,7363.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2020,170060.0,7393.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2021,166999.0,7119.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2022,214615.0,8932.0
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2023,198420.0,8157.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1995,234804.0,5819.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1996,222851.0,5932.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1997,201726.0,5447.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1998,251999.0,6674.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1999,289152.0,7582.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2000,337873.0,8396.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2001,363579.0,8741.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2002,255351.0,6200.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2003,235167.0,5799.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2004,240143.0,6033.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2005,244258.0,6219.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2006,276084.0,6991.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2007,322672.0,7910.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2008,351672.0,8531.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2009,233506.0,6089.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2010,274244.0,7313.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2011,304326.0,7866.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2012,280140.0,7192.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2013,281219.0,7313.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2014,269375.0,6875.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2015,299155.0,7657.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2016,290488.0,7590.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2017,314088.0,8132.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2018,348948.0,9005.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2019,332995.0,8451.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2020,284067.0,7408.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2021,282700.0,7286.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2022,350694.0,9136.0
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2023,387681.0,10400.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1995,156011.0,5712.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1996,114874.0,4552.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1997,128529.0,5174.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1998,182733.0,7436.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1999,194917.0,8251.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2000,133083.0,5793.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2001,186330.0,8114.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2002,123898.0,5523.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2003,161868.0,7413.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2004,219118.0,10445.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2005,116535.0,5655.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2006,161819.0,7749.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2007,140930.0,6695.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2008,127413.0,6075.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2009,190801.0,9916.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2010,167876.0,8757.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2011,132484.0,6844.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2012,163709.0,8565.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2013,116708.0,6091.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2014,180077.0,9361.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2015,208126.0,11132.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2016,136035.0,7333.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2017,183476.0,9805.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2018,142150.0,7545.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2019,165150.0,8861.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2020,201083.0,11373.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2021,185437.0,10791.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2022,145769.0,8222.0
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2023,139574.0,7919.0
Konstanz,Landkreis,Konstanz (Landkreis),1995,153510.0,5891.0
Konstanz,Landkreis,Konstanz (Landkreis),1996,148863.0,5989.0
Konstanz,Landkreis,Konstanz (Landkreis),1997,144952.0,5814.0
Konstanz,Landkreis,Konstanz (Landkreis),1998,175542.0,7058.0
Konstanz,Landkreis,Konstanz (Landkreis),1999,167566.0,6955.0
Konstanz,Landkreis,Konstanz (Landkreis),2000,151234.0,6390.0
Konstanz,Landkreis,Konstanz (Landkreis),2001,173698.0,7432.0
Konstanz,Landkreis,Konstanz (Landkreis),2002,196739.0,8691.0
Konstanz,Landkreis,Konstanz (Landkreis),2003,166660.0,7495.0
Konstanz,Landkreis,Konstanz (Landkreis),2004,208852.0,9358.0
Konstanz,Landkreis,Konstanz (Landkreis),2005,176765.0,7922.0
Konstanz,Landkreis,Konstanz (Landkreis),2006,155906.0,7038.0
Konstanz,Landkreis,Konstanz (Landkreis),2007,154033.0,7105.0
Konstanz,Landkreis,Konstanz (Landkreis),2008,140863.0,6424.0
Konstanz,Landkreis,Konstanz (Landkreis),2009,131309.0,6609.0
Konstanz,Landkreis,Konstanz (Landkreis),2010,106133.0,5398.0
Konstanz,Landkreis,Konstanz (Landkreis),2011,150697.0,7419.0
Konstanz,Landkreis,Konstanz (Landkreis),2012,156124.0,7904.0
Konstanz,Landkreis,Konstanz (Landkreis),2013,158402.0,8319.0
Konstanz,Landkreis,Konstanz (Landkreis),2014,157919.0,8234.0
Konstanz,Landkreis,Konstanz (Landkreis),2015,178707.0,9334.0
Konstanz,Landkreis,Konstanz (Landkreis),2016,190222.0,9768.0
Konstanz,Landkreis,Konstanz (Landkreis),2017,161980.0,8152.0
Konstanz,Landkreis,Konstanz (Landkreis),2018,171345.0,8284.0
Konstanz,Landkreis,Konstanz (Landkreis),2019,194152.0,9417.0
Konstanz,Landkreis,Konstanz (Landkreis),2020,179158.0,8865.0
Konstanz,Landkreis,Konstanz (Landkreis),2021,182259.0,9012.0
Konstanz,Landkreis,Konstanz (Landkreis),2022,178581.0,8716.0
Konstanz,Landkreis,Konstanz (Landkreis),2023,180462.0,8688.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1995,309135.0,5295.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1996,291790.0,5138.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1997,307016.0,5338.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1998,356097.0,6086.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1999,363183.0,6396.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2000,360259.0,6250.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2001,413816.0,7041.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2002,387013.0,6819.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2003,425038.0,7688.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2004,396152.0,7460.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2005,332490.0,6190.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2006,326994.0,6062.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2007,395865.0,7192.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2008,413468.0,7344.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2009,333022.0,6403.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2010,370507.0,7213.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2011,344415.0,6400.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2012,437487.0,7936.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2013,456042.0,8253.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2014,474091.0,8470.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2015,406798.0,7244.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2016,497774.0,8761.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2017,523301.0,9051.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2018,603348.0,10211.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2019,616083.0,10381.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2020,626737.0,10843.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2021,599762.0,10550.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2022,587685.0,10230.0
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2023,609541.0,10550.0
Lörrach,Landkreis,Lörrach (Landkreis),1995,142262.0,5888.0
Lörrach,Landkreis,Lörrach (Landkreis),1996,167977.0,7104.0
Lörrach,Landkreis,Lörrach (Landkreis),1997,191413.0,8159.0
Lörrach,Landkreis,Lörrach (Landkreis),1998,208831.0,8713.0
Lörrach,Landkreis,Lörrach (Landkreis),1999,231253.0,9781.0
Lörrach,Landkreis,Lörrach (Landkreis),2000,202278.0,8445.0
Lörrach,Landkreis,Lörrach (Landkreis),2001,188493.0,8415.0
Lörrach,Landkreis,Lörrach (Landkreis),2002,185364.0,8553.0
