DName,DType,DN_DT,Jahr,Stromverbrauch(Haushalt)
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2008,837
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2009,826
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2010,838
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2011,690
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2012,677
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2013,662
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2014,638
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2015,646
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2016,634
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2017,628
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2018,609
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2019,650
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2020,643
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2021,679
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2022,666
Freudenstadt,Landkreis,Freudenstadt (Landkreis),2023,605
Göppingen,Landkreis,Göppingen (Landkreis),1991,1449
Göppingen,Landkreis,Göppingen (Landkreis),1992,1473
Göppingen,Landkreis,Göppingen (Landkreis),1993,1506
Göppingen,Landkreis,Göppingen (Landkreis),1994,1492
Göppingen,Landkreis,Göppingen (Landkreis),1995,1552
Göppingen,Landkreis,Göppingen (Landkreis),1996,1634
Göppingen,Landkreis,Göppingen (Landkreis),1997,1575
Göppingen,Landkreis,Göppingen (Landkreis),1998,1590
Göppingen,Landkreis,Göppingen (Landkreis),1999,1606
Göppingen,Landkreis,Göppingen (Landkreis),2000,1587
Göppingen,Landkreis,Göppingen (Landkreis),2001,1610
Göppingen,Landkreis,Göppingen (Landkreis),2002,1662
Göppingen,Landkreis,Göppingen (Landkreis),2003,1707
Göppingen,Landkreis,Göppingen (Landkreis),2004,1742
Göppingen,Landkreis,Göppingen (Landkreis),2005,1843
Göppingen,Landkreis,Göppingen (Landkreis),2006,1819
Göppingen,Landkreis,Göppingen (Landkreis),2007,1773
Göppingen,Landkreis,Göppingen (Landkreis),2008,1758
Göppingen,Landkreis,Göppingen (Landkreis),2009,1737
Göppingen,Landkreis,Göppingen (Landkreis),2010,1765
Göppingen,Landkreis,Göppingen (Landkreis),2011,1481
Göppingen,Landkreis,Göppingen (Landkreis),2012,1457
Göppingen,Landkreis,Göppingen (Landkreis),2013,1436
Göppingen,Landkreis,Göppingen (Landkreis),2014,1386
Göppingen,Landkreis,Göppingen (Landkreis),2015,1405
Göppingen,Landkreis,Göppingen (Landkreis),2016,1383
Göppingen,Landkreis,Göppingen (Landkreis),2017,1371
Göppingen,Landkreis,Göppingen (Landkreis),2018,1327
Göppingen,Landkreis,Göppingen (Landkreis),2019,1420
Göppingen,Landkreis,Göppingen (Landkreis),2020,1405
Göppingen,Landkreis,Göppingen (Landkreis),2021,1477
Göppingen,Landkreis,Göppingen (Landkreis),2022,1410
Göppingen,Landkreis,Göppingen (Landkreis),2023,1286
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1991,815
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1992,825
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1993,832
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1994,816
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1995,844
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1996,887
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1997,865
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1998,868
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),1999,876
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2000,867
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2001,884
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2002,917
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2003,944
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2004,965
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2005,1022
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2006,1024
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2007,1007
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2008,1005
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2009,1003
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2010,1030
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2011,889
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2012,884
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2013,878
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2014,857
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2015,869
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2016,868
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2017,859
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2018,827
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2019,888
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2020,862
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2021,908
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2022,847
Heidelberg,kreisfreie Stadt,Heidelberg (kreisfreie Stadt),2023,770
Heidenheim,Landkreis,Heidenheim (Landkreis),1991,777
Heidenheim,Landkreis,Heidenheim (Landkreis),1992,792
Heidenheim,Landkreis,Heidenheim (Landkreis),1993,813
Heidenheim,Landkreis,Heidenheim (Landkreis),1994,802
Heidenheim,Landkreis,Heidenheim (Landkreis),1995,835
Heidenheim,Landkreis,Heidenheim (Landkreis),1996,880
Heidenheim,Landkreis,Heidenheim (Landkreis),1997,850
Heidenheim,Landkreis,Heidenheim (Landkreis),1998,855
Heidenheim,Landkreis,Heidenheim (Landkreis),1999,858
Heidenheim,Landkreis,Heidenheim (Landkreis),2000,847
Heidenheim,Landkreis,Heidenheim (Landkreis),2001,857
Heidenheim,Landkreis,Heidenheim (Landkreis),2002,881
Heidenheim,Landkreis,Heidenheim (Landkreis),2003,900
Heidenheim,Landkreis,Heidenheim (Landkreis),2004,915
Heidenheim,Landkreis,Heidenheim (Landkreis),2005,966
Heidenheim,Landkreis,Heidenheim (Landkreis),2006,950
Heidenheim,Landkreis,Heidenheim (Landkreis),2007,925
Heidenheim,Landkreis,Heidenheim (Landkreis),2008,916
Heidenheim,Landkreis,Heidenheim (Landkreis),2009,903
Heidenheim,Landkreis,Heidenheim (Landkreis),2010,917
Heidenheim,Landkreis,Heidenheim (Landkreis),2011,765
Heidenheim,Landkreis,Heidenheim (Landkreis),2012,750
Heidenheim,Landkreis,Heidenheim (Landkreis),2013,738
Heidenheim,Landkreis,Heidenheim (Landkreis),2014,714
Heidenheim,Landkreis,Heidenheim (Landkreis),2015,726
Heidenheim,Landkreis,Heidenheim (Landkreis),2016,714
Heidenheim,Landkreis,Heidenheim (Landkreis),2017,706
Heidenheim,Landkreis,Heidenheim (Landkreis),2018,684
Heidenheim,Landkreis,Heidenheim (Landkreis),2019,730
Heidenheim,Landkreis,Heidenheim (Landkreis),2020,721
Heidenheim,Landkreis,Heidenheim (Landkreis),2021,758
Heidenheim,Landkreis,Heidenheim (Landkreis),2022,739
Heidenheim,Landkreis,Heidenheim (Landkreis),2023,671
Heilbronn,Landkreis,Heilbronn (Landkreis),1991,1637
Heilbronn,Landkreis,Heilbronn (Landkreis),1992,1690
Heilbronn,Landkreis,Heilbronn (Landkreis),1993,1755
Heilbronn,Landkreis,Heilbronn (Landkreis),1994,1752
Heilbronn,Landkreis,Heilbronn (Landkreis),1995,1845
Heilbronn,Landkreis,Heilbronn (Landkreis),1996,1964
Heilbronn,Landkreis,Heilbronn (Landkreis),1997,1920
Heilbronn,Landkreis,Heilbronn (Landkreis),1998,1955
Heilbronn,Landkreis,Heilbronn (Landkreis),1999,1991
Heilbronn,Landkreis,Heilbronn (Landkreis),2000,1984
Heilbronn,Landkreis,Heilbronn (Landkreis),2001,2025
Heilbronn,Landkreis,Heilbronn (Landkreis),2002,2098
Heilbronn,Landkreis,Heilbronn (Landkreis),2003,2162
Heilbronn,Landkreis,Heilbronn (Landkreis),2004,2217
Heilbronn,Landkreis,Heilbronn (Landkreis),2005,2356
Heilbronn,Landkreis,Heilbronn (Landkreis),2006,2336
Heilbronn,Landkreis,Heilbronn (Landkreis),2007,2289
Heilbronn,Landkreis,Heilbronn (Landkreis),2008,2275
Heilbronn,Landkreis,Heilbronn (Landkreis),2009,2254
Heilbronn,Landkreis,Heilbronn (Landkreis),2010,2295
Heilbronn,Landkreis,Heilbronn (Landkreis),2011,1936
Heilbronn,Landkreis,Heilbronn (Landkreis),2012,1908
Heilbronn,Landkreis,Heilbronn (Landkreis),2013,1881
Heilbronn,Landkreis,Heilbronn (Landkreis),2014,1824
Heilbronn,Landkreis,Heilbronn (Landkreis),2015,1859
Heilbronn,Landkreis,Heilbronn (Landkreis),2016,1833
Heilbronn,Landkreis,Heilbronn (Landkreis),2017,1823
Heilbronn,Landkreis,Heilbronn (Landkreis),2018,1770
Heilbronn,Landkreis,Heilbronn (Landkreis),2019,1895
Heilbronn,Landkreis,Heilbronn (Landkreis),2020,1881
Heilbronn,Landkreis,Heilbronn (Landkreis),2021,1982
Heilbronn,Landkreis,Heilbronn (Landkreis),2022,1926
Heilbronn,Landkreis,Heilbronn (Landkreis),2023,1754
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1991,687
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1992,712
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1993,731
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1994,718
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1995,739
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1996,777
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1997,748
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1998,748
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),1999,749
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2000,737
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2001,751
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2002,776
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2003,797
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2004,818
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2005,870
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2006,859
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2007,843
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2008,842
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2009,839
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2010,859
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2011,699
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2012,691
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2013,682
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2014,664
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2015,681
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2016,672
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2017,669
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2018,650
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2019,696
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2020,687
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2021,716
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2022,712
Heilbronn,kreisfreie Stadt,Heilbronn (kreisfreie Stadt),2023,653
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1991,556
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1992,572
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1993,596
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1994,599
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1995,634
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1996,673
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1997,652
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1998,661
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),1999,670
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2000,666
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2001,681
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2002,704
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2003,724
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2004,740
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2005,784
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2006,777
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2007,762
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2008,756
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2009,747
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2010,761
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2011,642
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2012,632
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2013,622
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2014,603
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2015,613
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2016,601
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2017,596
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2018,578
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2019,620
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2020,612
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2021,646
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2022,628
Hohenlohekreis,Landkreis,Hohenlohekreis (Landkreis),2023,572
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1991,2276
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1992,2326
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1993,2384
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1994,2359
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1995,2467
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1996,2611
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1997,2537
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1998,2575
Karlsruhe,Landkreis,Karlsruhe (Landkreis),1999,2611
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2000,2593
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2001,2643
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2002,2738
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2003,2819
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2004,2887
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2005,3072
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2006,3047
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2007,2990
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2008,2977
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2009,2957
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2010,3022
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2011,2543
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2012,2511
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2013,2476
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2014,2389
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2015,2423
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2016,2391
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2017,2368
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2018,2292
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2019,2448
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2020,2426
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2021,2556
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2022,2485
Karlsruhe,Landkreis,Karlsruhe (Landkreis),2023,2259
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1991,1630
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1992,1642
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1993,1660
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1994,1626
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1995,1676
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1996,1771
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1997,1709
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1998,1723
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),1999,1738
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2000,1721
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2001,1747
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2002,1809
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2003,1865
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2004,1915
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2005,2040
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2006,2027
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2007,2002
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2008,2006
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2009,2000
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2010,2060
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2011,1749
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2012,1741
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2013,1726
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2014,1662
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2015,1711
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2016,1683
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2017,1669
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2018,1616
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2019,1716
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2020,1675
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2021,1747
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2022,1680
Karlsruhe,kreisfreie Stadt,Karlsruhe (kreisfreie Stadt),2023,1529
Konstanz,Landkreis,Konstanz (Landkreis),1991,1468
Konstanz,Landkreis,Konstanz (Landkreis),1992,1492
Konstanz,Landkreis,Konstanz (Landkreis),1993,1524
Konstanz,Landkreis,Konstanz (Landkreis),1994,1508
Konstanz,Landkreis,Konstanz (Landkreis),1995,1573
Konstanz,Landkreis,Konstanz (Landkreis),1996,1664
Konstanz,Landkreis,Konstanz (Landkreis),1997,1619
Konstanz,Landkreis,Konstanz (Landkreis),1998,1640
Konstanz,Landkreis,Konstanz (Landkreis),1999,1659
Konstanz,Landkreis,Konstanz (Landkreis),2000,1645
Konstanz,Landkreis,Konstanz (Landkreis),2001,1680
Konstanz,Landkreis,Konstanz (Landkreis),2002,1745
Konstanz,Landkreis,Konstanz (Landkreis),2003,1802
Konstanz,Landkreis,Konstanz (Landkreis),2004,1847
Konstanz,Landkreis,Konstanz (Landkreis),2005,1964
Konstanz,Landkreis,Konstanz (Landkreis),2006,1945
Konstanz,Landkreis,Konstanz (Landkreis),2007,1907
Konstanz,Landkreis,Konstanz (Landkreis),2008,1906
Konstanz,Landkreis,Konstanz (Landkreis),2009,1901
Konstanz,Landkreis,Konstanz (Landkreis),2010,1950
Konstanz,Landkreis,Konstanz (Landkreis),2011,1607
Konstanz,Landkreis,Konstanz (Landkreis),2012,1591
Konstanz,Landkreis,Konstanz (Landkreis),2013,1578
Konstanz,Landkreis,Konstanz (Landkreis),2014,1528
Konstanz,Landkreis,Konstanz (Landkreis),2015,1558
Konstanz,Landkreis,Konstanz (Landkreis),2016,1532
Konstanz,Landkreis,Konstanz (Landkreis),2017,1519
Konstanz,Landkreis,Konstanz (Landkreis),2018,1472
Konstanz,Landkreis,Konstanz (Landkreis),2019,1575
Konstanz,Landkreis,Konstanz (Landkreis),2020,1558
Konstanz,Landkreis,Konstanz (Landkreis),2021,1642
Konstanz,Landkreis,Konstanz (Landkreis),2022,1587
Konstanz,Landkreis,Konstanz (Landkreis),2023,1445
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1991,2767
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1992,2817
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1993,2878
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1994,2836
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1995,2954
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1996,3117
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1997,3022
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1998,3063
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),1999,3106
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2000,3076
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2001,3145
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2002,3260
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2003,3364
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2004,3450
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2005,3670
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2006,3639
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2007,3570
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2008,3560
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2009,3541
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2010,3621
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2011,3067
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2012,3038
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2013,3010
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2014,2916
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2015,2969
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2016,2921
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2017,2903
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2018,2807
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2019,3000
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2020,2959
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2021,3105
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2022,2916
Ludwigsburg,Landkreis,Ludwigsburg (Landkreis),2023,2653
Lörrach,Landkreis,Lörrach (Landkreis),1991,1197
Lörrach,Landkreis,Lörrach (Landkreis),1992,1222
Lörrach,Landkreis,Lörrach (Landkreis),1993,1250
Lörrach,Landkreis,Lörrach (Landkreis),1994,1236
Lörrach,Landkreis,Lörrach (Landkreis),1995,1290
Lörrach,Landkreis,Lörrach (Landkreis),1996,1364
Lörrach,Landkreis,Lörrach (Landkreis),1997,1324
Lörrach,Landkreis,Lörrach (Landkreis),1998,1340
Lörrach,Landkreis,Lörrach (Landkreis),1999,1355
Lörrach,Landkreis,Lörrach (Landkreis),2000,1342
Lörrach,Landkreis,Lörrach (Landkreis),2001,1370
Lörrach,Landkreis,Lörrach (Landkreis),2002,1418
Lörrach,Landkreis,Lörrach (Landkreis),2003,1459
Lörrach,Landkreis,Lörrach (Landkreis),2004,1487
Lörrach,Landkreis,Lörrach (Landkreis),2005,1583
Lörrach,Landkreis,Lörrach (Landkreis),2006,1570
Lörrach,Landkreis,Lörrach (Landkreis),2007,1542
Lörrach,Landkreis,Lörrach (Landkreis),2008,1536
Lörrach,Landkreis,Lörrach (Landkreis),2009,1523
Lörrach,Landkreis,Lörrach (Landkreis),2010,1556
Lörrach,Landkreis,Lörrach (Landkreis),2011,1315
Lörrach,Landkreis,Lörrach (Landkreis),2012,1297
Lörrach,Landkreis,Lörrach (Landkreis),2013,1281
Lörrach,Landkreis,Lörrach (Landkreis),2014,1239
Lörrach,Landkreis,Lörrach (Landkreis),2015,1260
Lörrach,Landkreis,Lörrach (Landkreis),2016,1236
Lörrach,Landkreis,Lörrach (Landkreis),2017,1221
Lörrach,Landkreis,Lörrach (Landkreis),2018,1180
Lörrach,Landkreis,Lörrach (Landkreis),2019,1258
Lörrach,Landkreis,Lörrach (Landkreis),2020,1243
Lörrach,Landkreis,Lörrach (Landkreis),2021,1308
Lörrach,Landkreis,Lörrach (Landkreis),2022,1289
Lörrach,Landkreis,Lörrach (Landkreis),2023,1177
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1991,760
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1992,777
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1993,799
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1994,793
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1995,832
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1996,877
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1997,847
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1998,854
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1999,860
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2000,847
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2001,859
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2002,883
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2003,907
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2004,928
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2005,981
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2006,965
