DName,DType,DN_DT,Jahr,Stromverbrauch(Haushalt)
Rottweil,Landkreis,Rottweil (Landkreis),2005,1016
Rottweil,Landkreis,Rottweil (Landkreis),2006,1004
Rottweil,Landkreis,Rottweil (Landkreis),2007,981
Rottweil,Landkreis,Rottweil (Landkreis),2008,973
Rottweil,Landkreis,Rottweil (Landkreis),2009,961
Rottweil,Landkreis,Rottweil (Landkreis),2010,974
Rottweil,Landkreis,Rottweil (Landkreis),2011,815
Rottweil,Landkreis,Rottweil (Landkreis),2012,797
Rottweil,Landkreis,Rottweil (Landkreis),2013,781
Rottweil,Landkreis,Rottweil (Landkreis),2014,753
Rottweil,Landkreis,Rottweil (Landkreis),2015,765
Rottweil,Landkreis,Rottweil (Landkreis),2016,751
Rottweil,Landkreis,Rottweil (Landkreis),2017,743
Rottweil,Landkreis,Rottweil (Landkreis),2018,720
Rottweil,Landkreis,Rottweil (Landkreis),2019,769
Rottweil,Landkreis,Rottweil (Landkreis),2020,761
Rottweil,Landkreis,Rottweil (Landkreis),2021,801
Rottweil,Landkreis,Rottweil (Landkreis),2022,767
Rottweil,Landkreis,Rottweil (Landkreis),2023,696
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1991,1206
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1992,1224
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1993,1246
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1994,1225
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1995,1270
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1996,1336
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1997,1292
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1998,1303
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1999,1314
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2000,1300
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2001,1321
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2002,1363
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2003,1398
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2004,1427
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2005,1511
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2006,1491
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2007,1453
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2008,1440
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2009,1420
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2010,1444
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2011,1222
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2012,1203
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2013,1183
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2014,1142
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2015,1166
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2016,1141
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2017,1130
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2018,1096
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2019,1169
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2020,1156
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2021,1216
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2022,1163
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2023,1061
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1991,981
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1992,1011
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1993,1046
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1994,1045
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1995,1098
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1996,1166
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1997,1133
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1998,1146
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1999,1159
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2000,1148
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2001,1169
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2002,1210
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2003,1245
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2004,1274
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2005,1355
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2006,1341
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2007,1312
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2008,1305
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2009,1293
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2010,1317
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2011,1117
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2012,1099
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2013,1083
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2014,1047
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2015,1065
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2016,1048
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2017,1039
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2018,1011
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2019,1082
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2020,1074
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2021,1137
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2022,1089
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2023,995
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1991,719
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1992,735
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1993,760
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1994,758
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1995,794
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1996,839
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1997,814
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1998,824
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1999,833
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2000,825
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2001,835
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2002,861
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2003,884
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2004,901
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2005,954
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2006,942
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2007,918
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2008,909
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2009,898
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2010,910
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2011,763
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2012,748
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2013,733
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2014,708
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2015,727
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2016,707
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2017,697
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2018,675
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2019,720
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2020,711
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2021,751
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2022,726
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2023,658
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1991,3463
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1992,3525
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1993,3549
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1994,3454
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1995,3560
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1996,3742
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1997,3617
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1998,3626
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1999,3652
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2000,3608
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2001,3670
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2002,3784
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2003,3888
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2004,3981
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2005,4237
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2006,4205
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2007,4138
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2008,4140
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2009,4121
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2010,4240
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2011,3540
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2012,3516
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2013,3487
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2014,3393
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2015,3468
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2016,3410
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2017,3385
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2018,3276
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2019,3498
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2020,3423
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2021,3570
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2022,3354
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2023,3041
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1991,721
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1992,737
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1993,759
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1994,753
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1995,787
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1996,834
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1997,808
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1998,819
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1999,829
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2000,821
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2001,837
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2002,864
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2003,888
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2004,910
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2005,967
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2006,958
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2007,938
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2008,932
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2009,923
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2010,938
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2011,792
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2012,779
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2013,769
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2014,746
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2015,760
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2016,750
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2017,746
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2018,723
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2019,774
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2020,769
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2021,812
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2022,787
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2023,719
Tübingen,Landkreis,Tübingen (Landkreis),1991,1161
Tübingen,Landkreis,Tübingen (Landkreis),1992,1184
Tübingen,Landkreis,Tübingen (Landkreis),1993,1215
Tübingen,Landkreis,Tübingen (Landkreis),1994,1195
Tübingen,Landkreis,Tübingen (Landkreis),1995,1240
Tübingen,Landkreis,Tübingen (Landkreis),1996,1310
Tübingen,Landkreis,Tübingen (Landkreis),1997,1268
Tübingen,Landkreis,Tübingen (Landkreis),1998,1281
Tübingen,Landkreis,Tübingen (Landkreis),1999,1298
Tübingen,Landkreis,Tübingen (Landkreis),2000,1289
Tübingen,Landkreis,Tübingen (Landkreis),2001,1319
Tübingen,Landkreis,Tübingen (Landkreis),2002,1370
Tübingen,Landkreis,Tübingen (Landkreis),2003,1415
Tübingen,Landkreis,Tübingen (Landkreis),2004,1455
Tübingen,Landkreis,Tübingen (Landkreis),2005,1548
Tübingen,Landkreis,Tübingen (Landkreis),2006,1538
Tübingen,Landkreis,Tübingen (Landkreis),2007,1507
Tübingen,Landkreis,Tübingen (Landkreis),2008,1509
Tübingen,Landkreis,Tübingen (Landkreis),2009,1512
Tübingen,Landkreis,Tübingen (Landkreis),2010,1547
Tübingen,Landkreis,Tübingen (Landkreis),2011,1275
Tübingen,Landkreis,Tübingen (Landkreis),2012,1264
Tübingen,Landkreis,Tübingen (Landkreis),2013,1249
Tübingen,Landkreis,Tübingen (Landkreis),2014,1210
Tübingen,Landkreis,Tübingen (Landkreis),2015,1233
Tübingen,Landkreis,Tübingen (Landkreis),2016,1220
Tübingen,Landkreis,Tübingen (Landkreis),2017,1208
Tübingen,Landkreis,Tübingen (Landkreis),2018,1173
Tübingen,Landkreis,Tübingen (Landkreis),2019,1258
Tübingen,Landkreis,Tübingen (Landkreis),2020,1241
Tübingen,Landkreis,Tübingen (Landkreis),2021,1310
Tübingen,Landkreis,Tübingen (Landkreis),2022,1266
Tübingen,Landkreis,Tübingen (Landkreis),2023,1155
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1991,656
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1992,671
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1993,686
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1994,676
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1995,704
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1996,741
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1997,715
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1998,721
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1999,728
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2000,724
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2001,740
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2002,766
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2003,791
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2004,810
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2005,862
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2006,856
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2007,842
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2008,839
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2009,836
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2010,858
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2011,704
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2012,694
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2013,688
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2014,669
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2015,682
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2016,673
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2017,672
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2018,652
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2019,697
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2020,686
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2021,724
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2022,701
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2023,640
Waldshut,Landkreis,Waldshut (Landkreis),1991,927
Waldshut,Landkreis,Waldshut (Landkreis),1992,947
Waldshut,Landkreis,Waldshut (Landkreis),1993,968
Waldshut,Landkreis,Waldshut (Landkreis),1994,953
Waldshut,Landkreis,Waldshut (Landkreis),1995,993
Waldshut,Landkreis,Waldshut (Landkreis),1996,1049
Waldshut,Landkreis,Waldshut (Landkreis),1997,1015
Waldshut,Landkreis,Waldshut (Landkreis),1998,1026
Waldshut,Landkreis,Waldshut (Landkreis),1999,1034
Waldshut,Landkreis,Waldshut (Landkreis),2000,1019
Waldshut,Landkreis,Waldshut (Landkreis),2001,1038
Waldshut,Landkreis,Waldshut (Landkreis),2002,1073
Waldshut,Landkreis,Waldshut (Landkreis),2003,1103
Waldshut,Landkreis,Waldshut (Landkreis),2004,1127
Waldshut,Landkreis,Waldshut (Landkreis),2005,1196
Waldshut,Landkreis,Waldshut (Landkreis),2006,1184
Waldshut,Landkreis,Waldshut (Landkreis),2007,1159
Waldshut,Landkreis,Waldshut (Landkreis),2008,1151
Waldshut,Landkreis,Waldshut (Landkreis),2009,1140
Waldshut,Landkreis,Waldshut (Landkreis),2010,1161
Waldshut,Landkreis,Waldshut (Landkreis),2011,977
Waldshut,Landkreis,Waldshut (Landkreis),2012,963
Waldshut,Landkreis,Waldshut (Landkreis),2013,948
Waldshut,Landkreis,Waldshut (Landkreis),2014,915
Waldshut,Landkreis,Waldshut (Landkreis),2015,933
Waldshut,Landkreis,Waldshut (Landkreis),2016,917
Waldshut,Landkreis,Waldshut (Landkreis),2017,911
Waldshut,Landkreis,Waldshut (Landkreis),2018,880
Waldshut,Landkreis,Waldshut (Landkreis),2019,941
Waldshut,Landkreis,Waldshut (Landkreis),2020,930
Waldshut,Landkreis,Waldshut (Landkreis),2021,976
Waldshut,Landkreis,Waldshut (Landkreis),2022,936
Waldshut,Landkreis,Waldshut (Landkreis),2023,852
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1991,1085
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1992,1109
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1993,1142
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1994,1128
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1995,1173
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1996,1232
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1997,1190
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1998,1200
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1999,1210
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2000,1192
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2001,1207
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2002,1245
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2003,1276
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2004,1301
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2005,1378
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2006,1360
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2007,1327
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2008,1313
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2009,1297
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2010,1317
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2011,1109
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2012,1086
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2013,1065
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2014,1032
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2015,1049
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2016,1018
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2017,1007
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2018,975
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2019,1041
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2020,1031
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2021,1086
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2022,1056
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2023,959
