DName,DType,DN_DT,Jahr,Betriebe,Beschäftigte,Gesamtumsatz
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1995,152,16075,2087975.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1996,148,15858,2134438.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1997,162,16456,2506318.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1998,157,16590,2587004.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),1999,164,16987,2845454.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2000,166,17551,3088531.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2001,162,17864,3125407.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2002,168,17345,3073172.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2003,162,16707,3021712.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2004,160,16279,3221256.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2005,164,16288,3291576.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2006,163,16465,3720086.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2007,162,17512,4175860.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2008,165,18264,4498407.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2009,166,17320,3744477.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2010,163,17544,4292569.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2011,164,18361,4687752.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2012,172,18437,4215001.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2013,177,18556,4470868.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2014,176,18871,4629482.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2015,177,18882,4781558.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2016,176,18852,4770085.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2017,180,19547,4948207.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2018,189,20470,5341696.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2019,192,20961,5469670.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2020,196,20498,5221626.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2021,191,20498,5920332.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2022,185,20944,6409035.0
Alb-Donau-Kreis,Landkreis,Alb-Donau-Kreis (Landkreis),2023,187,21413,6854521.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1995,39,4710,613449.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1996,40,4830,619491.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1997,42,4863,646489.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1998,45,4960,669110.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),1999,45,4906,703927.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2000,40,4904,732004.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2001,40,4864,733369.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2002,44,5079,776344.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2003,43,4997,766608.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2004,43,4967,780307.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2005,45,4832,772474.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2006,45,4812,811523.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2007,44,4788,869189.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2008,44,5154,938606.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2009,34,4463,695861.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2010,31,4129,718245.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2011,34,4477,737200.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2012,35,4483,804474.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2013,33,4277,721775.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2014,31,4247,767585.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2015,30,4235,776835.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2016,30,4262,810558.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2017,31,4436,810775.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2018,31,4487,866701.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2019,31,4563,884424.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2020,30,4384,808449.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2021,28,4223,825244.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2022,26,4059,896605.0
Baden-Baden,kreisfreie Stadt,Baden-Baden (kreisfreie Stadt),2023,26,4094,890729.0
Biberach,Landkreis,Biberach (Landkreis),1995,146,23161,3211085.0
Biberach,Landkreis,Biberach (Landkreis),1996,148,22844,3115971.0
Biberach,Landkreis,Biberach (Landkreis),1997,165,23199,3411759.0
Biberach,Landkreis,Biberach (Landkreis),1998,164,23539,3461096.0
Biberach,Landkreis,Biberach (Landkreis),1999,165,24092,3605141.0
Biberach,Landkreis,Biberach (Landkreis),2000,165,24742,3898520.0
Biberach,Landkreis,Biberach (Landkreis),2001,163,25880,4068342.0
Biberach,Landkreis,Biberach (Landkreis),2002,170,26555,4233953.0
Biberach,Landkreis,Biberach (Landkreis),2003,167,27471,4522576.0
Biberach,Landkreis,Biberach (Landkreis),2004,167,27761,4931620.0
Biberach,Landkreis,Biberach (Landkreis),2005,170,28294,5408156.0
Biberach,Landkreis,Biberach (Landkreis),2006,172,29227,6173612.0
Biberach,Landkreis,Biberach (Landkreis),2007,171,31242,6670479.0
Biberach,Landkreis,Biberach (Landkreis),2008,174,32484,7055948.0
Biberach,Landkreis,Biberach (Landkreis),2009,176,31390,5543326.0
Biberach,Landkreis,Biberach (Landkreis),2010,179,31599,6058493.0
Biberach,Landkreis,Biberach (Landkreis),2011,180,32630,6991880.0
Biberach,Landkreis,Biberach (Landkreis),2012,181,33523,7199392.0
Biberach,Landkreis,Biberach (Landkreis),2013,185,34267,7028789.0
Biberach,Landkreis,Biberach (Landkreis),2014,187,35396,7311361.0
Biberach,Landkreis,Biberach (Landkreis),2015,190,35593,7594766.0
Biberach,Landkreis,Biberach (Landkreis),2016,199,37233,8101937.0
Biberach,Landkreis,Biberach (Landkreis),2017,205,38525,8886748.0
Biberach,Landkreis,Biberach (Landkreis),2018,214,40357,9535003.0
Biberach,Landkreis,Biberach (Landkreis),2019,212,40727,9616238.0
Biberach,Landkreis,Biberach (Landkreis),2020,219,40260,8685947.0
Biberach,Landkreis,Biberach (Landkreis),2021,218,40445,9701418.0
Biberach,Landkreis,Biberach (Landkreis),2022,212,41000,10715598.0
Biberach,Landkreis,Biberach (Landkreis),2023,212,41696,11043618.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1995,122,25815,3226457.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1996,121,25756,3886252.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1997,130,25812,4190144.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1998,134,26549,4226913.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),1999,131,26785,4612415.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2000,137,27469,4691216.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2001,137,28080,4547545.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2002,141,27797,5054659.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2003,148,27823,4666600.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2004,141,27396,4921245.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2005,143,27484,5439830.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2006,152,28130,6399278.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2007,152,29750,6815227.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2008,151,31802,7389724.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2009,145,30399,5607195.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2010,146,30293,6266291.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2011,147,32216,6861182.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2012,147,32899,6839869.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2013,153,34341,7101075.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2014,152,33884,7038248.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2015,151,34087,7170354.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2016,154,34424,7631193.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2017,156,34818,7425576.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2018,162,36015,8079082.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2019,167,37173,7748350.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2020,164,35649,6850002.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2021,167,35749,7580664.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2022,167,36595,8626852.0
Bodenseekreis,Landkreis,Bodenseekreis (Landkreis),2023,167,37730,9397353.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1995,155,15857,1843003.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1996,153,15275,1871110.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1997,157,15416,2095370.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1998,156,16387,2270364.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),1999,157,16723,2444885.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2000,163,16960,2670654.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2001,160,17296,2637891.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2002,164,16904,2499445.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2003,164,16779,2467638.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2004,167,16549,2576531.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2005,167,15963,2446727.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2006,163,15808,2673002.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2007,159,16694,2786623.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2008,158,16944,2814803.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2009,154,16256,2350321.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2010,158,17152,2991133.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2011,163,18319,3482983.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2012,164,18355,3415929.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2013,171,19039,3538174.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2014,173,19704,3622740.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2015,171,19844,3671505.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2016,171,20241,3876134.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2017,172,20672,3908397.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2018,175,21662,4223179.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2019,181,21725,4149044.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2020,183,21164,3942832.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2021,179,20958,4219438.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2022,182,21258,4488423.0
Breisgau-Hochschwarzwald,Landkreis,Breisgau-Hochschwarzwald (Landkreis),2023,187,21933,4910574.0
Böblingen,Landkreis,Böblingen (Landkreis),1995,225,67051,17192228.0
Böblingen,Landkreis,Böblingen (Landkreis),1996,225,66517,18782019.0
Böblingen,Landkreis,Böblingen (Landkreis),1997,242,67157,20594038.0
Böblingen,Landkreis,Böblingen (Landkreis),1998,234,66542,22994265.0
Böblingen,Landkreis,Böblingen (Landkreis),1999,240,70052,26636601.0
Böblingen,Landkreis,Böblingen (Landkreis),2000,239,73554,31812733.0
Böblingen,Landkreis,Böblingen (Landkreis),2001,232,76229,32548807.0
Böblingen,Landkreis,Böblingen (Landkreis),2002,239,76055,32042151.0
Böblingen,Landkreis,Böblingen (Landkreis),2003,225,74881,32399659.0
Böblingen,Landkreis,Böblingen (Landkreis),2004,220,73331,30082906.0
Böblingen,Landkreis,Böblingen (Landkreis),2005,221,70657,28837790.0
Böblingen,Landkreis,Böblingen (Landkreis),2006,219,67438,32940754.0
Böblingen,Landkreis,Böblingen (Landkreis),2007,215,66805,33786493.0
Böblingen,Landkreis,Böblingen (Landkreis),2008,209,67472,29599293.0
Böblingen,Landkreis,Böblingen (Landkreis),2009,190,63831,21332946.0
Böblingen,Landkreis,Böblingen (Landkreis),2010,192,64253,23107368.92292321
Böblingen,Landkreis,Böblingen (Landkreis),2011,194,65847,24659379.16412132
Böblingen,Landkreis,Böblingen (Landkreis),2012,195,66765,25703045.91847336
Böblingen,Landkreis,Böblingen (Landkreis),2013,193,68320,27225728.650815018
Böblingen,Landkreis,Böblingen (Landkreis),2014,198,69958,28810826.33790254
Böblingen,Landkreis,Böblingen (Landkreis),2015,198,70900,29872540.790012386
Böblingen,Landkreis,Böblingen (Landkreis),2016,196,73171,31933646.50546332
Böblingen,Landkreis,Böblingen (Landkreis),2017,197,74662,33408202.043784127
Böblingen,Landkreis,Böblingen (Landkreis),2018,200,76488,35134673.36330807
Böblingen,Landkreis,Böblingen (Landkreis),2019,203,76653,33554015.188373648
Böblingen,Landkreis,Böblingen (Landkreis),2020,213,73005,31164107.44429409
Böblingen,Landkreis,Böblingen (Landkreis),2021,212,71614,32529513.688993137
Böblingen,Landkreis,Böblingen (Landkreis),2022,208,73278,34134163.048651576
Böblingen,Landkreis,Böblingen (Landkreis),2023,211,74211,35189109.61410217
Calw,Landkreis,Calw (Landkreis),1995,108,11334,1245197.0
Calw,Landkreis,Calw (Landkreis),1996,106,10700,1185062.0
Calw,Landkreis,Calw (Landkreis),1997,110,10563,1226486.0
Calw,Landkreis,Calw (Landkreis),1998,107,10451,1180456.0
Calw,Landkreis,Calw (Landkreis),1999,109,10165,1181894.0
Calw,Landkreis,Calw (Landkreis),2000,109,9876,1286303.0
Calw,Landkreis,Calw (Landkreis),2001,106,10217,1349918.0
Calw,Landkreis,Calw (Landkreis),2002,113,10322,1394003.0
Calw,Landkreis,Calw (Landkreis),2003,108,9947,1459912.0
Calw,Landkreis,Calw (Landkreis),2004,106,10129,1572389.0
Calw,Landkreis,Calw (Landkreis),2005,109,10424,1631121.0
Calw,Landkreis,Calw (Landkreis),2006,109,10729,1853903.0
Calw,Landkreis,Calw (Landkreis),2007,113,11270,2064692.0
Calw,Landkreis,Calw (Landkreis),2008,109,11467,2095292.0
Calw,Landkreis,Calw (Landkreis),2009,109,10746,1795176.0
Calw,Landkreis,Calw (Landkreis),2010,107,10812,2123774.0
Calw,Landkreis,Calw (Landkreis),2011,107,11197,2550292.0
Calw,Landkreis,Calw (Landkreis),2012,109,11520,2589827.0
Calw,Landkreis,Calw (Landkreis),2013,109,11442,2594806.0
Calw,Landkreis,Calw (Landkreis),2014,108,11322,2605971.0
Calw,Landkreis,Calw (Landkreis),2015,103,11068,2797291.0
Calw,Landkreis,Calw (Landkreis),2016,106,11254,2955574.0
Calw,Landkreis,Calw (Landkreis),2017,104,11332,3040876.0
Calw,Landkreis,Calw (Landkreis),2018,101,11763,3615507.0
Calw,Landkreis,Calw (Landkreis),2019,105,11726,3747972.0
Calw,Landkreis,Calw (Landkreis),2020,108,11253,3169342.0
Calw,Landkreis,Calw (Landkreis),2021,108,11425,3326306.0
Calw,Landkreis,Calw (Landkreis),2022,110,11961,4357094.0
Calw,Landkreis,Calw (Landkreis),2023,111,12009,4343273.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1995,127,13661,1353461.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1996,128,13267,1342636.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1997,129,13008,1426415.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1998,129,13124,1554470.0
Emmendingen,Landkreis,Emmendingen (Landkreis),1999,132,13216,1569460.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2000,139,13789,1694596.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2001,137,14037,1759824.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2002,138,13348,1730910.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2003,135,13123,1758159.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2004,140,13031,1795538.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2005,144,12901,1784320.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2006,143,13152,2013931.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2007,141,13728,2214840.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2008,137,13828,2116848.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2009,138,13004,1733730.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2010,140,13120,2134631.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2011,139,13849,2370159.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2012,140,13954,2386588.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2013,140,14200,2415205.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2014,145,14716,2594165.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2015,142,14995,2641446.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2016,146,15586,2701804.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2017,147,16191,2907473.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2018,147,16948,3073984.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2019,150,17111,3022938.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2020,157,16967,2902139.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2021,156,17004,2997961.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2022,163,18029,3286466.0
Emmendingen,Landkreis,Emmendingen (Landkreis),2023,159,18355,3268407.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1995,244,22743,2275124.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1996,253,22840,2321268.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1997,262,23150,2600057.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1998,266,24151,2781269.0
Enzkreis,Landkreis,Enzkreis (Landkreis),1999,267,24511,3043003.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2000,256,24270,3147020.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2001,251,24737,3140457.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2002,268,24716,3406221.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2003,255,23936,3360580.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2004,247,23721,3563900.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2005,249,24133,3831524.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2006,246,24498,4154821.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2007,246,25595,4370186.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2008,242,25605,4430833.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2009,234,22859,3404356.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2010,235,23070,4015611.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2011,239,24281,4620419.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2012,248,24719,4574238.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2013,255,24894,4524183.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2014,255,24741,4508593.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2015,254,25239,4730816.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2016,263,25908,5620828.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2017,272,26445,5830672.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2018,278,27394,6308584.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2019,282,27934,6538074.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2020,292,26868,6047949.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2021,291,27370,6655849.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2022,289,27354,7315155.0
Enzkreis,Landkreis,Enzkreis (Landkreis),2023,282,27405,7919265.0
Esslingen,Landkreis,Esslingen (Landkreis),1995,471,72892,9352609.0
Esslingen,Landkreis,Esslingen (Landkreis),1996,464,70661,9195907.0
Esslingen,Landkreis,Esslingen (Landkreis),1997,477,69893,9709016.0
Esslingen,Landkreis,Esslingen (Landkreis),1998,469,69601,10122488.0
Esslingen,Landkreis,Esslingen (Landkreis),1999,474,68264,10239087.0
Esslingen,Landkreis,Esslingen (Landkreis),2000,468,67918,10917733.0
Esslingen,Landkreis,Esslingen (Landkreis),2001,458,69226,11007584.0
Esslingen,Landkreis,Esslingen (Landkreis),2002,467,68771,10669587.0
Esslingen,Landkreis,Esslingen (Landkreis),2003,449,67254,10700442.0
Esslingen,Landkreis,Esslingen (Landkreis),2004,430,66587,11009178.0
Esslingen,Landkreis,Esslingen (Landkreis),2005,429,65497,11306669.0
Esslingen,Landkreis,Esslingen (Landkreis),2006,419,63774,12039557.0
Esslingen,Landkreis,Esslingen (Landkreis),2007,424,64611,13192043.0
Esslingen,Landkreis,Esslingen (Landkreis),2008,432,65645,13507508.0
Esslingen,Landkreis,Esslingen (Landkreis),2009,413,60309,9945918.0
Esslingen,Landkreis,Esslingen (Landkreis),2010,408,59968,11738683.0
Esslingen,Landkreis,Esslingen (Landkreis),2011,402,61401,12748944.0
Esslingen,Landkreis,Esslingen (Landkreis),2012,399,61913,13140927.0
Esslingen,Landkreis,Esslingen (Landkreis),2013,416,62764,13337796.0
Esslingen,Landkreis,Esslingen (Landkreis),2014,415,64252,13872749.0
Esslingen,Landkreis,Esslingen (Landkreis),2015,406,64799,14478312.0
Esslingen,Landkreis,Esslingen (Landkreis),2016,402,63252,14823558.0
Esslingen,Landkreis,Esslingen (Landkreis),2017,407,64083,14299899.0
Esslingen,Landkreis,Esslingen (Landkreis),2018,406,64236,14282703.0
Esslingen,Landkreis,Esslingen (Landkreis),2019,413,62864,13188012.0
Esslingen,Landkreis,Esslingen (Landkreis),2020,415,60414,12011968.0
Esslingen,Landkreis,Esslingen (Landkreis),2021,414,59195,13568311.0
Esslingen,Landkreis,Esslingen (Landkreis),2022,411,61403,14361625.0
Esslingen,Landkreis,Esslingen (Landkreis),2023,408,61371,14689501.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1995,86,14272,2038618.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1996,87,13408,2041661.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1997,94,13357,2190245.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1998,97,14028,2357785.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),1999,99,13961,2541417.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2000,97,14100,2790681.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2001,99,13631,2629587.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2002,106,13165,2657463.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2003,99,12798,2618617.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2004,98,12493,2775534.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2005,94,12380,2762706.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2006,90,12149,2782028.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2007,91,12097,2841123.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2008,93,12356,3006613.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2009,81,9970,2343381.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2010,81,9641,2618692.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2011,81,9674,2507291.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2012,75,9494,2430531.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2013,80,9792,2371009.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2014,78,9726,2436939.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2015,80,9677,2443596.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2016,78,9700,2485437.0
Freiburg im Breisgau,kreisfreie Stadt,Freiburg im Breisgau (kreisfreie Stadt),2017,81,10004,2569546.0
