DName,DType,DN_DT,Jahr,Betriebe,Beschäftigte,Gesamtumsatz
Ravensburg,Landkreis,Ravensburg (Landkreis),2005,227,27087,5530833.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2006,229,27245,5711560.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2007,222,27706,6031523.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2008,224,28058,6039281.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2009,213,26548,5033922.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2010,216,26962,5478255.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2011,226,28249,6045911.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2012,226,28828,6089275.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2013,229,29732,6566950.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2014,235,30478,6715885.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2015,237,30788,6769615.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2016,240,31284,7063414.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2017,247,32491,7292919.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2018,254,33321,7711155.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2019,260,34709,8263002.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2020,264,34716,8057950.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2021,256,35374,8921825.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2022,254,35814,9764812.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2023,263,36436,9719030.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1995,373,49589,6197994.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1996,367,46613,5931540.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1997,380,45839,6163396.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1998,376,46302,6311202.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1999,368,45614,6513535.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2000,364,46204,7169152.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2001,366,46421,7049989.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2002,372,45378,6836643.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2003,356,43111,6564712.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2004,351,42435,6654240.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2005,344,41681,7353447.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2006,339,41567,7912910.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2007,334,41880,7861710.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2008,327,41827,7415505.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2009,315,37805,5863657.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2010,317,38544,6545580.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2011,317,38528,7329589.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2012,317,38588,7446642.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2013,326,39210,7652942.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2014,328,39619,7834568.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2015,327,39877,8102678.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2016,329,40750,8192912.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2017,337,41988,8632423.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2018,331,42386,9014832.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2019,326,42536,8760855.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2020,338,41197,8226626.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2021,339,41067,9398122.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2022,332,41344,9964925.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2023,328,40716,9833422.0
Reutlingen,Landkreis,Reutlingen (Landkreis),1995,276,32821,3557694.0
Reutlingen,Landkreis,Reutlingen (Landkreis),1996,266,32182,3543295.0
Reutlingen,Landkreis,Reutlingen (Landkreis),1997,278,32717,3915991.0
Reutlingen,Landkreis,Reutlingen (Landkreis),1998,275,33530,4065174.0
Reutlingen,Landkreis,Reutlingen (Landkreis),1999,273,33770,4509747.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2000,262,34237,4999811.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2001,260,34401,5788169.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2002,270,34549,5641995.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2003,262,34306,5818807.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2004,260,34196,6365041.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2005,257,34284,6398090.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2006,251,34358,6897027.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2007,245,34925,7598511.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2008,248,35247,7817650.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2009,234,31820,4989019.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2010,228,31195,6044165.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2011,229,32012,6586809.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2012,235,32978,7432459.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2013,240,33303,7679199.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2014,235,33341,8111446.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2015,234,34409,8832126.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2016,243,35165,9347345.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2017,238,35387,10046706.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2018,240,36215,10684951.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2019,245,36390,10576546.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2020,251,34790,10568096.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2021,242,34615,12457316.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2022,248,35772,15352745.0
Reutlingen,Landkreis,Reutlingen (Landkreis),2023,244,36332,15971888.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1995,313,44396,5732227.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1996,313,41989,7307993.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1997,322,41898,7629500.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1998,327,42180,7909695.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),1999,323,41546,7833339.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2000,311,41415,8037833.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2001,309,41223,8299933.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2002,315,39722,7742241.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2003,305,38471,7296771.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2004,303,37970,7706855.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2005,308,37587,8013860.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2006,294,36927,8218022.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2007,288,37701,8458040.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2008,287,37971,8434266.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2009,270,34471,6486660.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2010,264,33341,7013148.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2011,264,33406,7507527.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2012,270,33394,7337725.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2013,270,32669,7334936.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2014,270,31996,7155852.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2015,263,31726,7149410.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2016,263,31378,7094437.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2017,265,31734,7414019.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2018,271,32217,7679203.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2019,274,33301,7594795.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2020,280,32459,6978872.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2021,277,31946,7806665.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2022,272,32406,8958595.0
Rhein-Neckar-Kreis,Landkreis,Rhein-Neckar-Kreis (Landkreis),2023,273,32489,8978276.0
Rottweil,Landkreis,Rottweil (Landkreis),1995,171,18842,2254402.0
Rottweil,Landkreis,Rottweil (Landkreis),1996,176,18662,2244370.0
Rottweil,Landkreis,Rottweil (Landkreis),1997,177,18771,2397311.0
Rottweil,Landkreis,Rottweil (Landkreis),1998,181,19587,2537447.0
Rottweil,Landkreis,Rottweil (Landkreis),1999,187,19894,2695923.0
Rottweil,Landkreis,Rottweil (Landkreis),2000,184,20259,2850304.0
Rottweil,Landkreis,Rottweil (Landkreis),2001,188,20938,2980868.0
Rottweil,Landkreis,Rottweil (Landkreis),2002,193,20767,2965671.0
Rottweil,Landkreis,Rottweil (Landkreis),2003,189,20318,3048434.0
Rottweil,Landkreis,Rottweil (Landkreis),2004,181,20394,3290356.0
Rottweil,Landkreis,Rottweil (Landkreis),2005,180,20672,3411042.0
Rottweil,Landkreis,Rottweil (Landkreis),2006,180,20804,3735549.0
Rottweil,Landkreis,Rottweil (Landkreis),2007,182,21768,4260032.0
Rottweil,Landkreis,Rottweil (Landkreis),2008,188,22124,4272373.0
Rottweil,Landkreis,Rottweil (Landkreis),2009,181,20510,3318154.0
Rottweil,Landkreis,Rottweil (Landkreis),2010,180,20776,4048606.0
Rottweil,Landkreis,Rottweil (Landkreis),2011,176,21458,4565692.0
Rottweil,Landkreis,Rottweil (Landkreis),2012,178,21484,4595825.0
Rottweil,Landkreis,Rottweil (Landkreis),2013,181,21690,4678204.0
Rottweil,Landkreis,Rottweil (Landkreis),2014,178,22285,4788857.0
Rottweil,Landkreis,Rottweil (Landkreis),2015,174,22655,4962119.0
Rottweil,Landkreis,Rottweil (Landkreis),2016,179,23057,5087682.0
Rottweil,Landkreis,Rottweil (Landkreis),2017,183,23922,5384094.0
Rottweil,Landkreis,Rottweil (Landkreis),2018,185,25163,5706066.0
Rottweil,Landkreis,Rottweil (Landkreis),2019,185,25238,5417272.0
Rottweil,Landkreis,Rottweil (Landkreis),2020,187,24346,4885503.0
Rottweil,Landkreis,Rottweil (Landkreis),2021,187,24804,5784774.0
Rottweil,Landkreis,Rottweil (Landkreis),2022,186,25250,6599261.0
Rottweil,Landkreis,Rottweil (Landkreis),2023,186,25486,6636333.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1995,278,29995,3173058.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1996,281,28794,3260669.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1997,280,28345,3445519.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1998,276,28928,3586122.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),1999,278,28462,3555512.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2000,273,28333,3847079.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2001,286,29288,3956288.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2002,296,29108,3759173.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2003,287,28389,3860932.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2004,279,27742,3971877.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2005,272,27697,4053166.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2006,275,27992,4488288.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2007,271,29101,4709662.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2008,272,29667,4758999.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2009,271,27753,3625943.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2010,264,27611,4461606.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2011,262,29063,5155195.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2012,263,29576,4904619.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2013,268,29462,4957139.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2014,265,29897,5123209.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2015,265,30634,5404609.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2016,270,30951,5463009.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2017,266,31822,5841862.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2018,275,33266,6051483.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2019,276,32874,5871260.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2020,279,31033,5271331.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2021,277,31237,6058391.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2022,270,31520,6620273.0
Schwarzwald-Baar-Kreis,Landkreis,Schwarzwald-Baar-Kreis (Landkreis),2023,272,31678,6735572.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1995,190,20214,2831746.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1996,190,19877,2807628.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1997,202,20037,2617696.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1998,200,20523,2727139.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),1999,213,20964,2900236.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2000,210,21246,3100021.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2001,204,21511,3135183.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2002,208,20872,3143601.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2003,199,20257,3132758.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2004,202,20418,3430239.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2005,207,21002,3637982.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2006,204,21617,4135387.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2007,208,23431,4605498.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2008,206,23984,4817936.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2009,198,23134,4294022.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2010,203,23368,4800093.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2011,213,25218,5487505.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2012,213,25882,5515317.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2013,211,26159,5683617.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2014,213,26738,5807290.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2015,214,27224,5739019.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2016,216,27921,6067683.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2017,222,29173,6383876.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2018,233,30814,6897879.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2019,235,31633,7000878.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2020,238,31313,6796794.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2021,235,31982,7370694.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2022,230,32326,8182966.0
Schwäbisch Hall,Landkreis,Schwäbisch Hall (Landkreis),2023,227,32730,8518096.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1995,152,15096,1882877.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1996,151,14821,1871638.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1997,151,14712,1866826.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1998,146,14341,1903840.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),1999,146,13791,1923053.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2000,146,13641,1967185.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2001,144,13677,1958498.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2002,147,13358,1962375.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2003,146,13226,1894990.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2004,143,13147,1990621.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2005,145,13336,2110964.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2006,143,13485,2394566.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2007,144,14471,2604129.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2008,144,14961,2894136.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2009,146,14071,2251899.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2010,142,13772,2471122.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2011,140,14010,2550086.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2012,142,14405,2540302.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2013,149,14840,2561263.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2014,154,15391,2724567.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2015,156,15915,2775675.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2016,159,16194,2755201.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2017,160,16511,2930265.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2018,159,16834,3095802.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2019,163,17043,3128646.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2020,164,16250,2889900.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2021,161,16487,4225469.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2022,159,16704,4705651.0
Sigmaringen,Landkreis,Sigmaringen (Landkreis),2023,162,16826,4935316.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1995,288,87623,13411109.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1996,275,85018,13543836.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1997,279,84333,14122832.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1998,280,87772,15037954.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),1999,278,87898,14761023.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2000,273,85816,15342873.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2001,272,85055,16642218.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2002,269,84558,16117279.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2003,248,80746,16317557.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2004,240,78907,19210007.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2005,238,76102,20697988.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2006,232,71861,21304236.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2007,226,69799,22630989.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2008,225,70448,20973227.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2009,177,62381,14047669.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2010,175,60710,17410078.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2011,164,61629,19884808.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2012,158,63414,22570784.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2013,158,64908,23881894.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2014,150,66891,29871170.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2015,146,68697,30571073.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2016,144,70502,30826020.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2017,145,71489,30794807.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2018,148,75334,32682043.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2019,147,77112,33411760.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2020,149,70450,31909390.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2021,139,68653,36065456.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2022,135,66184,41383353.0
Stuttgart,kreisfreie Stadt,Stuttgart (kreisfreie Stadt),2023,133,67647,43458238.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1995,218,21710,2176839.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1996,212,21585,2331087.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1997,222,22202,2555739.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1998,225,23186,2834819.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),1999,238,23783,2899554.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2000,224,23900,3263791.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2001,222,24585,3436942.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2002,236,25093,3491527.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2003,233,25233,3588898.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2004,231,25568,3905671.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2005,232,26196,4169285.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2006,240,26981,4626376.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2007,240,28804,5098541.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2008,246,29875,5304576.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2009,247,27728,3997777.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2010,246,28367,4928174.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2011,258,30639,5694359.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2012,261,31112,5795621.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2013,258,31617,5976006.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2014,262,32109,6383689.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2015,261,32955,6783230.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2016,269,33823,7086532.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2017,271,34653,7575088.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2018,275,36267,8054565.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2019,282,36929,8005897.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2020,285,35667,6799063.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2021,287,36073,7847984.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2022,284,36526,8620982.0
Tuttlingen,Landkreis,Tuttlingen (Landkreis),2023,285,36922,9215157.0
Tübingen,Landkreis,Tübingen (Landkreis),1995,155,14880,1702959.0
Tübingen,Landkreis,Tübingen (Landkreis),1996,154,14605,1710248.0
Tübingen,Landkreis,Tübingen (Landkreis),1997,155,14722,1803140.0
Tübingen,Landkreis,Tübingen (Landkreis),1998,155,15391,1985540.0
Tübingen,Landkreis,Tübingen (Landkreis),1999,155,15955,2143316.0
Tübingen,Landkreis,Tübingen (Landkreis),2000,153,15970,2260914.0
Tübingen,Landkreis,Tübingen (Landkreis),2001,156,15943,2321145.0
Tübingen,Landkreis,Tübingen (Landkreis),2002,162,15076,2226774.0
Tübingen,Landkreis,Tübingen (Landkreis),2003,159,14328,2191125.0
Tübingen,Landkreis,Tübingen (Landkreis),2004,150,14060,2362873.0
Tübingen,Landkreis,Tübingen (Landkreis),2005,149,14011,2602297.0
Tübingen,Landkreis,Tübingen (Landkreis),2006,147,14322,2850531.0
Tübingen,Landkreis,Tübingen (Landkreis),2007,148,14695,2914223.0
Tübingen,Landkreis,Tübingen (Landkreis),2008,149,15260,2940506.0
Tübingen,Landkreis,Tübingen (Landkreis),2009,131,13336,2059979.0
Tübingen,Landkreis,Tübingen (Landkreis),2010,126,12942,2242379.0
Tübingen,Landkreis,Tübingen (Landkreis),2011,130,14121,2561607.0
Tübingen,Landkreis,Tübingen (Landkreis),2012,131,14872,2614720.0
Tübingen,Landkreis,Tübingen (Landkreis),2013,131,15077,2722367.0
Tübingen,Landkreis,Tübingen (Landkreis),2014,131,15411,2720222.0
